Gene name,Common canary gene name,Common carp gene name,Common wall lizard gene name,Common wombat gene name,Coquerel's sifaka gene name
RPL12P15,,,,,
RBAK,,,,,RBAK
,,,,,
TFIP11-DT,,,,,
NPM1P32,,,,,
,,,,,
,,,,,
HORMAD2-AS1,,,,,
NIFK,NIFK,nifk,NIFK,NIFK,NIFK
NIFK,NIFK,nifk,NIFK,NIFK,NIFK
SMIM5,SMIM5,,,SMIM5,SMIM5
ABCB5,,,,,ABCB5
RNF227,,,,,RNF227
,,,,,
OR4D2,,,,,OR4D2
OR4D2,,,,,OR4D2
OR4D2,,,,,OR4D2
OR4D2,,,,,OR4D2
ZNF672,,,ZNF672,,
ZNF672,,,ZNF672,,
ZNF672,,,ZNF672,,
ZNF672,,,ZNF672,,
ZNF672,,,ZNF672,,
ZNF672,,,ZNF672,,
ZNF672,,,ZNF672,,
,,,,,
RN7SL809P,,,,,
,,,,,
,,,,,
,,,,,
TSN,TSN,tsn,TSN,TSN,TSN
TSN,TSN,tsn,TSN,TSN,TSN
HSD17B6,,,,,HSD17B6
HSD17B6,,,,,HSD17B6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
SEPTIN9,SEPTIN9,septin9b,SEPTIN9,SEPTIN9,SEPTIN9
SEPTIN9,SEPTIN9,septin9b,SEPTIN9,SEPTIN9,SEPTIN9
SEPTIN9,SEPTIN9,septin9a,SEPTIN9,SEPTIN9,SEPTIN9
SEPTIN9,SEPTIN9,septin9a,SEPTIN9,SEPTIN9,SEPTIN9
EFCAB6-DT,,,,,
NUMBL,,numbl,NUMBL,NUMBL,NUMBL
NUMBL,,numbl,NUMBL,NUMBL,NUMBL
,,,,,
LINC01735,,,,,
,,,,,
,,,,,
SIRPB3P,,,,,
,,,,,
,,,,,
NXNL2,,,NXNL2,NXNL2,NXNL2
,,,,,
ETF1P1,,,,,
,,,,,
TMEM30A,TMEM30A,tmem30ab,TMEM30A,TMEM30A,TMEM30A
TMEM30A,TMEM30A,tmem30ab,TMEM30A,TMEM30A,TMEM30A
TMEM30A,TMEM30A,tmem30aa,TMEM30A,TMEM30A,TMEM30A
TMEM30A,TMEM30A,tmem30aa,TMEM30A,TMEM30A,TMEM30A
LY6G6C,,,,,
,,,,,
,,,,,
FAM230F,,,,,
UNC13B,UNC13B,UNC13B,UNC13B,,UNC13B
UNC13B,UNC13B,,UNC13B,,UNC13B
LAMB3,LAMB3,,LAMB3,LAMB3,LAMB3
,,,,,
,,,,,
MAS1L,,,,,
,,,,,
ACVR2A,ACVR2A,acvr2ab,ACVR2A,ACVR2A,ACVR2A
ACVR2A,ACVR2A,acvr2aa,ACVR2A,ACVR2A,ACVR2A
ACVR2A,ACVR2A,acvr2ab,ACVR2A,ACVR2A,ACVR2A
ACVR2A,ACVR2A,acvr2aa,ACVR2A,ACVR2A,ACVR2A
,,,,,
,,,,,
HLA-DMB,,,,,
SYN3-AS1,,,,,
,,,,,
NACA,,naca,,,
,,,,,
LINC01637,,,,,
UQCRHP1,,,,,
,,,,,
HLA-F,,,,,
RNA5SP341,,,,,
RN7SKP259,,,,,
RN7SL605P,,,,,
TAP2,,,,,
RTN4RL2,RTN4RL2,rtn4rl2b,RTN4RL2,RTN4RL2,RTN4RL2
RTN4RL2,RTN4RL2,rtn4rl2b,RTN4RL2,RTN4RL2,RTN4RL2
RTN4RL2,RTN4RL2,rtn4rl2a,RTN4RL2,RTN4RL2,RTN4RL2
RTN4RL2,RTN4RL2,rtn4rl2a,RTN4RL2,RTN4RL2,RTN4RL2
,,,,,
,,,,,
,,,,,
,,,,,
LDAF1,LDAF1,,LDAF1,,LDAF1
LDAF1,LDAF1,,LDAF1,,LDAF1
,,,,,
FAM182A,,,,,
,,,,,
,,,,,
POM121L9P,,,,,
SLC43A1,,slc43a1a,SLC43A1,SLC43A1,SLC43A1
SLC43A1,,slc43a1b,SLC43A1,SLC43A1,SLC43A1
SLC43A1,,slc43a1b,SLC43A1,SLC43A1,SLC43A1
SLC43A1,,slc43a1a,SLC43A1,SLC43A1,SLC43A1
DDAH2,,,,,
,,,,,
,,,,,
PI4KAP1,,,,,
C3orf52,C3orf52,,C3orf52,C3orf52,C3orf52
RNU6-195P,,,,U6,
LINC01710,,,,,
COQ8B,,coq8b,COQ8B,COQ8B,COQ8B
COQ8B,,coq8b,COQ8B,COQ8B,COQ8B
AMDHD2,AMDHD2,,AMDHD2,AMDHD2,AMDHD2
AMDHD2,AMDHD2,amdhd2,AMDHD2,AMDHD2,AMDHD2
HMGB1P39,,,,,
,,,,,
U3,,,,,
CAMK1,CAMK1,camk1a,CAMK1,CAMK1,CAMK1
CAMK1,CAMK1,camk1b,CAMK1,CAMK1,CAMK1
CAMK1,CAMK1,camk1a,CAMK1,CAMK1,CAMK1
CAMK1,CAMK1,camk1b,CAMK1,CAMK1,CAMK1
MIR4463,,,,,
ARHGEF10L,ARHGEF10L,arhgef10la,ARHGEF10L,,ARHGEF10L
ARHGEF10L,ARHGEF10L,arhgef10la,ARHGEF10L,,ARHGEF10L
ARHGEF10L,ARHGEF10L,,ARHGEF10L,,ARHGEF10L
ARHGEF10L,ARHGEF10L,,ARHGEF10L,,ARHGEF10L
ARHGEF10L,ARHGEF10L,arhgef10la,ARHGEF10L,,ARHGEF10L
ARHGEF10L,ARHGEF10L,arhgef10la,ARHGEF10L,,ARHGEF10L
ARHGEF10L,ARHGEF10L,,ARHGEF10L,,ARHGEF10L
ARHGEF10L,ARHGEF10L,,ARHGEF10L,,ARHGEF10L
UBE2V1P15,,,,,
RNU1-34P,,,,,
SCUBE3,SCUBE3,scube3,SCUBE3,,SCUBE3
SCUBE3,SCUBE3,,SCUBE3,,SCUBE3
SCUBE3,SCUBE3,scube3,SCUBE3,,SCUBE3
SCUBE3,SCUBE3,,SCUBE3,,SCUBE3
RNU6-1275P,,,,,
,,,,,
SCUBE3-AS1,,,,,
ORC4,ORC4,ORC4,ORC4,ORC4,ORC4
ORC4,ORC4,ORC4,ORC4,ORC4,ORC4
,,,,,
OR2P1P,,,,,
FKBPL,,,,,
ZNF76,ZNF76,znf76,,ZNF76,ZNF76
ZNF76,ZNF76,znf76,,ZNF76,ZNF76
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
TCF19,,,,,
,,,,,
,,,,,
,,,,,
RXRB,,,,,
,,,,,
ATP6V0E2,ATP6V0E2,atpv0e2,ATP6V0E2,ATP6V0E2,ATP6V0E2
,,,,,
LINC01644,,,,,
TIMM10,TIMM10,timm10,TIMM10,TIMM10,TIMM10
,,,,,
,,,,,
ARPC4-TTLL3,,,,,
,,,,,
HCG21,,,,,
,,,,,
UBE2L6,,,,UBE2L6,UBE2L6
OR2J3,,,,,
,,,,,
OR2U1P,,,,,
TNF,,,,,
,,,,,
,,,,,
HLA-DQA2,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
HLA-B,,,,,
SAPCD1-AS1,,,,,
LINC02570,,,,,
,,,,,
LY6G5B,,,,,
NIPAL1P1,,,,,
LINC01716,,,,,
TAX1BP1,TAX1BP1,tax1bp1a,TAX1BP1,,TAX1BP1
TAX1BP1,TAX1BP1,tax1bp1b,TAX1BP1,,TAX1BP1
TAX1BP1,TAX1BP1,tax1bp1a,TAX1BP1,,TAX1BP1
TAX1BP1,TAX1BP1,tax1bp1b,TAX1BP1,,TAX1BP1
TAX1BP1,TAX1BP1,tax1bp1a,TAX1BP1,,TAX1BP1
TAX1BP1,TAX1BP1,tax1bp1b,TAX1BP1,,TAX1BP1
TAX1BP1,TAX1BP1,tax1bp1a,TAX1BP1,,TAX1BP1
TAX1BP1,TAX1BP1,tax1bp1b,TAX1BP1,,TAX1BP1
,,,,,
RPS4XP13,,,,,
PPIAP42,,,,,
OR2U2P,,,,,
HCG9,,,,,
RPS4XP3,,,,,
TFAP2C,TFAP2C,tfap2c,TFAP2C,TFAP2C,TFAP2C
TFAP2C,TFAP2C,tfap2c,TFAP2C,TFAP2C,TFAP2C
JAGN1,JAGN1,jagn1a,JAGN1,JAGN1,JAGN1
JAGN1,JAGN1,jagn1b,JAGN1,JAGN1,JAGN1
JAGN1,JAGN1,jagn1b,JAGN1,JAGN1,JAGN1
JAGN1,JAGN1,jagn1a,JAGN1,JAGN1,JAGN1
JAGN1,JAGN1,jagn1b,JAGN1,JAGN1,JAGN1
SAR1AP1,,,,,
,,,,,
ZNF311,,,,,
RPL7AP31,,,,,
,,,,,
PPAT,PPAT,ppat,PPAT,PPAT,
PPAT,PPAT,ppat,PPAT,PPAT,
,,,,,
SERPING1,,serping1,SERPING1,SERPING1,SERPING1
,,,,,
IL17RE,,,IL17RE,IL17RE,IL17RE
IL17RE,,,IL17RE,IL17RE,IL17RE
,,,,,
,,,,,
,,,,,
,,,,,
RNU6-1146P,,,,,
,,,,,
RN7SL170P,,,,,
,,,,,
PTMAP6,,,,,
TRIM40,,,,,
LARGE1-AS1,,,,,
,,,,,
,,,,,
PGLS,,pgls,PGLS,PGLS,PGLS
PGLS,,pgls,PGLS,PGLS,PGLS
,,,,,
,,,,,
NOS1AP,,nos1apa,,,NOS1AP
NOS1AP,,nos1apa,,,NOS1AP
RNF39,,,,,
NEU1,,,,,
CFB,,,,,
MBD5,MBD5,,MBD5,MBD5,MBD5
MBD5,MBD5,,MBD5,MBD5,MBD5
FBXL19,,si:ch211-214j8.12,,FBXL19,FBXL19
FBXL19,,si:ch73-173p19.1,,FBXL19,FBXL19
FBXL19,,fbxl6,,FBXL19,FBXL19
FBXL19,,si:ch73-173p19.1,,FBXL19,FBXL19
FBXL19,,,,FBXL19,FBXL19
FBXL19,,si:ch211-214j8.12,,FBXL19,FBXL19
FBXL19,,si:ch73-173p19.1,,FBXL19,FBXL19
FBXL19,,fbxl6,,FBXL19,FBXL19
FBXL19,,si:ch73-173p19.1,,FBXL19,FBXL19
FBXL19,,,,FBXL19,FBXL19
,,,,,
,,,,,
RPL21P130,,,,,
PPARD,PPARD,ppardb,PPARD,PPARD,PPARD
PPARD,PPARD,pparda,PPARD,PPARD,PPARD
PPARD,PPARD,pparda,PPARD,PPARD,PPARD
PPARD,PPARD,ppardb,PPARD,PPARD,PPARD
TIMM29,,timm29,TIMM29,TIMM29,TIMM29
TIMM29,,timm29,TIMM29,TIMM29,TIMM29
,,,,,
CXCL2,,,,,
RETREG1,RETREG1,,,RETREG1,RETREG1
,,,,,
TLE5,,,,,TLE5
OR4K17,,,,,
MIA2,,,,,
MIA2,,,,,
MIA2,,,,,
MIA2,,,,,
MIA2,,,,,
MIA2,,,,,
MIA2,,,,,
MIA2,,,,,
EPGN,EPGN,,EPGN,EPGN,EPGN
,,,,,
,,,,,
,,,,,
DDX39BP2,,,,,
TRIM15,,,,,
DGCR5,,,,,
ANGEL2,ANGEL2,angel2,ANGEL2,ANGEL2,ANGEL2
ANGEL2,ANGEL2,angel2,ANGEL2,ANGEL2,ANGEL2
MFSD5,,mfsd5,MFSD5,MFSD5,MFSD5
MFSD5,,mfsd5,MFSD5,MFSD5,MFSD5
SCN2B,SCN2B,scn2b,SCN2B,SCN2B,SCN2B
DXO,,,,,
BCL7C,,,BCL7C,BCL7C,BCL7C
RPL10A,RPL10A,rpl10a,RPL10A,RPL10A,RPL10A
RPL10A,RPL10A,rpl10a,RPL10A,RPL10A,RPL10A
ESPL1,,espl1,ESPL1,ESPL1,ESPL1
OR8G3P,,,,,
OR8G3P,,,,,
OR8G3P,,,,,
OR8G3P,,,,,
OR8G3P,,,,,
OR8G3P,,,,,
OR8G3P,,,,,
MIR7111,,,,,
TEAD3,TEAD3,tead3b,TEAD3,TEAD3,TEAD3
TEAD3,TEAD3,tead3b,TEAD3,TEAD3,TEAD3
TEAD3,TEAD3,tead3a,TEAD3,TEAD3,TEAD3
TEAD3,TEAD3,tead3a,TEAD3,TEAD3,TEAD3
PLAAT5,,lratb.2,,,PLAAT5
,,,,,
TNPO1,,tnpo1,TNPO1,TNPO1,TNPO1
TNPO1,,tnpo1,TNPO1,TNPO1,TNPO1
TNPO1,,tnpo1,TNPO1,TNPO1,TNPO1
TNPO1,,tnpo1,TNPO1,TNPO1,TNPO1
RPS26P13,,,,,
EXOC8,EXOC8,exoc8,EXOC8,,EXOC8
EXOC8,EXOC8,exoc8,EXOC8,,EXOC8
GAPDHP75,,,,,
,,,,,
HADH,,hadh,HADH,HADH,HADH
HADH,,hadh,HADH,HADH,HADH
CCNQP1,,,,,
,,,,,
BRINP2,BRINP2,brinp3b,,BRINP2,BRINP2
BRINP2,BRINP2,brinp3a.1,,BRINP2,BRINP2
BRINP2,BRINP2,brinp3b,,BRINP2,BRINP2
BRINP2,BRINP2,brinp3a.1,,BRINP2,BRINP2
BRINP2,BRINP2,brinp2,,BRINP2,BRINP2
BRINP2,BRINP2,brinp2,,BRINP2,BRINP2
,,,,,
,,,,,
,,,,,
CABP7-DT,,,,,
USP12P2,,,,,
RPS29P8,,,,,
,,,,,
,,,,,
LINC01310,,,,,
RGPD5,,ranbp3a,,,
RGPD5,,ranbp3a,,,
RNF40,,rnf40,RNF40,,RNF40
RNF40,,rnf40,RNF40,,RNF40
FAM230I,,,,,
NEK7,NEK7,nek7,NEK7,NEK7,NEK7
NEK7,NEK7,NEK7,NEK7,NEK7,NEK7
,,,,,
GPANK1,,,,,
MSH5,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
OR2F2,,,,,
DTX2,DTX2,dtx2,DTX2,DTX2,DTX2
DTX2,DTX2,dtx2,DTX2,DTX2,DTX2
TULP1,TULP1,,TULP1,,TULP1
TULP1,TULP1,,TULP1,,TULP1
TULP1,TULP1,,TULP1,,TULP1
TULP1,TULP1,,TULP1,,TULP1
PPP6R3,PPP6R3,ppp6r3,PPP6R3,PPP6R3,PPP6R3
PPP6R3,PPP6R3,ppp6r3,PPP6R3,PPP6R3,PPP6R3
KIRREL2,,kirrel3l,KIRREL2,KIRREL2,KIRREL2
KIRREL2,,kirrel3l,KIRREL2,KIRREL2,KIRREL2
PFDN5,,pfdn5,PFDN5,,PFDN5
PFDN5,,pfdn5,PFDN5,,PFDN5
PFDN5,,pfdn5,PFDN5,,PFDN5
,,,,,
PGBD5,PGBD5,pgbd5,PGBD5,,PGBD5
PGBD5,PGBD5,pgbd5,PGBD5,,PGBD5
PGBD5,PGBD5,pgbd5,PGBD5,,PGBD5
PGBD5,PGBD5,pgbd5,PGBD5,,PGBD5
ECM2,ECM2,ECM2,ECM2,ECM2,ECM2
ECM2,ECM2,ECM2,ECM2,ECM2,ECM2
AMT,AMT,amt,,AMT,AMT
AMT,AMT,amt,,AMT,AMT
AMT,AMT,amt,,AMT,AMT
AMT,AMT,amt,,AMT,AMT
,,,,,
,,,,,
,,,,,
POM121L15P,,,,,
POLR2LP1,,,,,
,,,,,
,,,,,
,,,,,
GABBR1,,,,,
,,,,,
,,,,,
,,,,,
TRNT1P1,,,,,
,,,,,
,,,,,
,,,,,
ZNF695,,,,,
,,,,,
,,,,,
LHX6,LHX6,lhx6a,LHX6,,LHX6
LHX6,LHX6,lhx6a,LHX6,,LHX6
LHX6,LHX6,,LHX6,,LHX6
LHX6,LHX6,lhx6a,LHX6,,LHX6
LHX6,LHX6,lhx6a,LHX6,,LHX6
LHX6,LHX6,,LHX6,,LHX6
,,,,,
,,,,,
,,,,,
,,,,,
GPAA1P1,,,,,
,,,,,
C22orf46P,,,,,
ZBTB45P1,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MIR4267,,,,,
,,,,,
MALL,MALL,,MALL,MALL,MALL
,,,,,
MYG1,,,MYG1,,MYG1
MYG1,,,MYG1,,MYG1
SMYD3-IT1,,,,,
,,,,,
FAM230H,,,,,
SDAD1-AS1,,,,,
CXCL9,,cxcl11.4,,,CXCL9
CXCL9,,,,,CXCL9
CXCL9,,,,,CXCL9
CXCL9,,,,,CXCL9
CXCL9,,,,,CXCL9
CXCL9,,cxcl11.8,,,CXCL9
CXCL9,,cxcl11.4,,,CXCL9
CXCL9,,,,,CXCL9
RPS15AP19,,,,,
RPL36P9,,,,,
,,,,,
MIR4436B1,,,,,
ACTR1AP1,,,,,
,,,,,
MIR5690,,,,,
,,,,,
FAXC,FAXC,faxca,FAXC,FAXC,FAXC
FAXC,FAXC,faxca,FAXC,FAXC,FAXC
FAXC,FAXC,FAXC,FAXC,FAXC,FAXC
RPL12P37,,,,,
MIR4436B2,,,,,
RPS6KC1,RPS6KC1,rps6kc1,RPS6KC1,RPS6KC1,RPS6KC1
RPS6KC1,RPS6KC1,rps6kc1,RPS6KC1,RPS6KC1,RPS6KC1
,,,,,
,,,,,
ZBTB45P2,,,,,
CHMP6,CHMP6,chmp6b,,CHMP6,CHMP6
CHMP6,CHMP6,chmp6a,,CHMP6,CHMP6
CHMP6,CHMP6,chmp6b,,CHMP6,CHMP6
CHMP6,CHMP6,chmp6a,,CHMP6,CHMP6
CHMP6,CHMP6,chmp6b,,CHMP6,CHMP6
CHMP6,CHMP6,chmp6a,,CHMP6,CHMP6
CHMP6,CHMP6,chmp6b,,CHMP6,CHMP6
CHMP6,CHMP6,chmp6a,,CHMP6,CHMP6
CXCL10,,,,,CXCL10
COQ3,COQ3,coq3,COQ3,,COQ3
COQ3,COQ3,coq3,COQ3,,COQ3
CXCL11,,,,,CXCL11
TXNDC11,TXNDC11,,TXNDC11,TXNDC11,TXNDC11
MCF2,MCF2,,MCF2,,MCF2
MCF2,MCF2,mcf2a,MCF2,,MCF2
MCF2,MCF2,,MCF2,,MCF2
PNISR,,pnisr,PNISR,PNISR,PNISR
PNISR,,pnisr,PNISR,PNISR,PNISR
NPHP1,NPHP1,nphp1,NPHP1,NPHP1,NPHP1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
RPL36P8,,,,,
AATK,,AATK,AATK,AATK,AATK
AATK,,AATK,AATK,AATK,AATK
AATK,,aatkb,AATK,AATK,AATK
AATK,,aatkb,AATK,AATK,AATK
FAM47E,,zgc:158260,,,FAM47E
FAM47E,,zgc:158260,,,FAM47E
AAAS,,aaas,AAAS,AAAS,AAAS
,,,,,
PPIAP9,,,,,
SUMO2P1,,,,,
SUCLA2P1,,,,,
SAPCD1-AS1,,,,,
OR2B4P,,,,,
MCCD1P2,,,,,
MOG,,,,,
TNPO3,TNPO3,tnpo3,TNPO3,TNPO3,TNPO3
TNPO3,TNPO3,tnpo3,TNPO3,TNPO3,TNPO3
,,,,,
,,,,,
,,,,,
,,,,,
TMEM191A,,,,,
USP45,USP45,usp45,USP45,,USP45
USP45,USP45,usp45,USP45,,USP45
RN7SL402P,,,,,
NMRAL1,NMRAL1,,NMRAL1,,NMRAL1
,,,,,
HCST,,,,,HCST
,,,,,
FAM47E-STBD1,,,,,
,,,,,
,,,,,
ERP44,ERP44,erp44,ERP44,,ERP44
ERP44,ERP44,erp44,ERP44,,ERP44
ERP44,ERP44,erp44,ERP44,,ERP44
ERP44,ERP44,erp44,ERP44,,ERP44
TYROBP,,tyrobp,,TYROBP,TYROBP
TYROBP,,tyrobp,,TYROBP,TYROBP
STBD1,STBD1,stbd1,STBD1,,STBD1
SNX5P1,,,,,
RNU6-1000P,,,,,
RPL36AP18,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MIR657,,,,,
MIR3065,,,,,
MIR338,,,,,
GUF1,GUF1,guf1,GUF1,GUF1,
GUF1,GUF1,guf1,GUF1,GUF1,
MIR1250,,,,,
PVALEF,,,PVALEF,PVALEF,PVALEF
TEPSIN,TEPSIN,tepsin,TEPSIN,TEPSIN,TEPSIN
,,,,,
KRT18P28,,,,,
TGIF2P1,,,,,
RPL23AP16,,,,,
HAGHL,HAGHL,,,HAGHL,HAGHL
ZNF670-ZNF695,,,,,
GNPDA2,GNPDA2,,GNPDA2,GNPDA2,GNPDA2
GNPDA2,GNPDA2,gnpda2,GNPDA2,GNPDA2,GNPDA2
RPL7P33,,,,,
UPF3AP3,,,,,
,,,,,
,,,,,
,,,,,
RN7SL619P,,,,,
,,,,,
MIR24-2,,,,MIR24-2,
NUP133,NUP133,nup133,NUP133,,NUP133
NUP133,NUP133,nup133,NUP133,,NUP133
NUP133,NUP133,nup133,NUP133,,NUP133
NUP133,NUP133,nup133,NUP133,,NUP133
MIR27A,,,,MIR27A,
,,,,,
MIR23A,,MIR23A,,MIR23A,
MIR23A,,MIR23A,,MIR23A,
MIR23A,,MIR23A,,MIR23A,
DDX39B,,,,,
MIR181C,,,,MIR181C,
MIR181D,,,,,
LINC02907,,,,,
RFX1,,rfx1a,RFX1,RFX1,RFX1
RFX1,,,RFX1,RFX1,RFX1
RFX1,,,RFX1,RFX1,RFX1
RFX1,,rfx1a,RFX1,RFX1,RFX1
,,,,,
GALK1,GALK1,galk1,GALK1,GALK1,GALK1
SRA1,SRA1,sra1,SRA1,SRA1,SRA1
SOCS5P2,,,,,
PPP1R26,PPP1R26,ppp1r26,PPP1R26,,
PPP1R26,PPP1R26,ppp1r26,PPP1R26,,
LINC01589,,,,,
,,,,,
,,,,,
MIR367,MIR367,,,MIR367,
MIR302D,,,,,MIR302D
MIR302A,,,,,MIR302A
MIR302C,,,,MIR302C,MIR302C
MIR302B,,,,MIR302B,
OSTCP4,,,,,
GET1P1,,,,,
,,,,,
PIERCE1,,pierce1,,PIERCE1,PIERCE1
PIERCE1,,pierce1,,PIERCE1,PIERCE1
,,,,,
ARSJ,ARSJ,arsj,ARSJ,ARSJ,ARSJ
MIRLET7BHG,,,,,
JADE2,JADE2,jade2,,JADE2,JADE2
JADE2,JADE2,jade2,,JADE2,JADE2
JADE2,JADE2,jade2,,JADE2,JADE2
JADE2,JADE2,jade2,,JADE2,JADE2
,,,,,
,,,,,
RLN3,,rln3a,,RLN3,RLN3
RLN3,,rln3a,,RLN3,RLN3
RLN3,,rln3b,,RLN3,RLN3
RLN3,,rln3b,,RLN3,RLN3
RLN3,,rln3a,,RLN3,RLN3
RLN3,,rln3a,,RLN3,RLN3
RLN3,,rln3b,,RLN3,RLN3
RLN3,,rln3b,,RLN3,RLN3
,,,,,
TIMM22,TIMM22,timm22,TIMM22,TIMM22,TIMM22
TIMM22,TIMM22,timm22,TIMM22,TIMM22,TIMM22
SH3TC1,SH3TC1,SH3TC1,SH3TC1,SH3TC1,SH3TC1
SH3TC1,SH3TC1,SH3TC1,SH3TC1,SH3TC1,SH3TC1
,,,,,
IL27RA,,il2rgb,,,IL27RA
IL27RA,,il2rga,,,IL27RA
IL27RA,,il2rga,,,IL27RA
IL27RA,,il11ra,,,IL27RA
IL27RA,,il6r,,,IL27RA
IL27RA,,il11ra,,,IL27RA
IL27RA,,il6r,,,IL27RA
IL27RA,,lifra,,,IL27RA
IL27RA,,lifrb,,,IL27RA
IL27RA,,lifrb,,,IL27RA
IL27RA,,lifra,,,IL27RA
IL27RA,,ghra,,,IL27RA
IL27RA,,ghrb,,,IL27RA
IL27RA,,ghra,,,IL27RA
IL27RA,,ghrb,,,IL27RA
MIR3183,,,,,
LCN1,,,,,LCN1
LCN1,,,,,LCN1
LCN1,,,,,LCN1
LCN1,,,,,LCN1
LCN1,,,,,LCN1
Metazoa_SRP,,,,,
,,,,,
BHLHA9,BHLHA9,,,,
BHLHA9,BHLHA9,,,,
BHLHA9,BHLHA9,bhlha9,,,
BHLHA9,BHLHA9,,,,
BHLHA9,BHLHA9,,,,
BHLHA9,BHLHA9,bhlha9,,,
TRARG1,,trarg1a,TRARG1,TRARG1,TRARG1
TRARG1,,trarg1a,TRARG1,TRARG1,TRARG1
TRARG1,,trarg1b,TRARG1,TRARG1,TRARG1
TRARG1,,trarg1b,TRARG1,TRARG1,TRARG1
H2BK1,,zgc:92591,,H2BK1,
C7orf78,,,,,C7orf78
YWHAE,YWHAE,ywhae1,YWHAE,YWHAE,YWHAE
YWHAE,YWHAE,ywhae2,YWHAE,YWHAE,YWHAE
YWHAE,YWHAE,,YWHAE,YWHAE,YWHAE
YWHAE,YWHAE,ywhae2,YWHAE,YWHAE,YWHAE
CIDEB,,cideb,CIDEB,CIDEB,CIDEB
CIDEB,,cideb,CIDEB,CIDEB,CIDEB
RGS21,RGS21,,RGS21,RGS21,RGS21
CMTM1,,,,,CMTM1
TNRC18,,tnrc18,TNRC18,TNRC18,TNRC18
TNRC18,,tnrc18,TNRC18,TNRC18,TNRC18
RCC2-AS1,,,,,
RGS1,RGS1,,RGS1,RGS1,RGS1
RGS1,RGS1,,RGS1,RGS1,RGS1
OBP2A,,,,,
OBP2A,,,,,
OBP2A,,,,,
OBP2A,,,,,
OBP2A,,,,,
PALM3,,palm3,,,PALM3
ABHD4,,abhd4,ABHD4,ABHD4,ABHD4
ABHD4,,abhd4,ABHD4,ABHD4,ABHD4
EEF1DP1,,,,,
MIR1199,,,,,
C19orf67,,si:ch211-214c7.5,C19orf67,C19orf67,C19orf67
C19orf67,,si:ch211-214c7.5,C19orf67,C19orf67,C19orf67
,,,,,
,,,,,
,,,,,
TSTD3,,TSTD3,,,TSTD3
WDR55,WDR55,,,WDR55,WDR55
Y_RNA,,,,,
,,,,,
WDR37,WDR37,wdr37,WDR37,WDR37,WDR37
WDR37,WDR37,wdr37,WDR37,WDR37,WDR37
ABR,ABR,,ABR,ABR,ABR
ABR,ABR,,ABR,ABR,ABR
LINC01639,,,,,
EEF1A1P44,,,,,
PGBD2,,,,PGBD2,PGBD2
GPR135,,,GPR135,GPR135,
,,,,,
MICE,,,,,
MAS1L,,,,,
ASF1B,,asf1ba,,ASF1B,ASF1B
ASF1B,,asf1bb,,ASF1B,ASF1B
ASF1B,,asf1bb,,ASF1B,ASF1B
ASF1B,,asf1ba,,ASF1B,ASF1B
ASF1B,,asf1ba,,ASF1B,ASF1B
ASF1B,,asf1bb,,ASF1B,ASF1B
ASF1B,,asf1bb,,ASF1B,ASF1B
ASF1B,,asf1ba,,ASF1B,ASF1B
LINC02939,,,,,
POLR1HASP,,,,,
RAC1P7,,,,,
GNG2,GNG2,gng2,GNG2,,GNG2
GNG2,GNG2,gng2,GNG2,,GNG2
MUC12,,,,,
CCNC,CCNC,ccnc,CCNC,CCNC,CCNC
CCNC,CCNC,ccnc,CCNC,CCNC,CCNC
NUP214,NUP214,,,NUP214,NUP214
FLVCR1,FLVCR1,flvcr1,FLVCR1,FLVCR1,FLVCR1
FLVCR1,FLVCR1,flvcr1,FLVCR1,FLVCR1,FLVCR1
HMHB1,,,,,
,,,,,
OR2Y1,,,,,
GPR151,,gpr151,GPR151,GPR151,
GPR151,,gpr151,GPR151,GPR151,
,,,,,
,,,,,
SP7,,sp7,SP7,SP7,SP7
SP7,,sp7,SP7,SP7,SP7
,,,,,
,,,,,
PCDHGA1,,,,,
,,,,,
RN7SL231P,,,,,
ZNRF3-AS1,,,,,
GDF1,,,,,GDF1
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
PCDHGA2,,,,,
