HGNC ID	UniProt ID(supplied by UniProt)
HGNC:29195	Q9UPN7
HGNC:19253	O75170
HGNC:39605	
HGNC:1173	Q5H9R7
HGNC:30025	Q5VV67
HGNC:9325	P50897
HGNC:9326	Q9UMR5
HGNC:48343	
HGNC:30695	Q8NI37
HGNC:28954	Q96BP3
HGNC:9327	P01298
HGNC:9328	Q9NRI7
HGNC:9330	O60828
HGNC:30591	Q96KF2
HGNC:30143	D3DTV9
HGNC:16047	Q9BSG0
HGNC:44534	
HGNC:40168	
HGNC:28911	O60831
HGNC:25438	Q86YV5
HGNC:52646	
HGNC:30091	Q96QH2
HGNC:9336	P78395
HGNC:28840	O95521
HGNC:28841	O60811
HGNC:31971	O60810
HGNC:27995	Q5TYX0
HGNC:30583	Q5VXH4
HGNC:28415	Q5VXH5
HGNC:24074	Q5VWM4
HGNC:27996	P0DUQ2
HGNC:27997	O60809
HGNC:14086	O60813
HGNC:22125	O95522
HGNC:13262	Q5VWM6
HGNC:13576	Q5SWL7
HGNC:26764	P0DUQ1
HGNC:29485	Q5VTA0
HGNC:30693	Q5VWM3
HGNC:24908	Q5SWL8
HGNC:25224	Q5VT98
HGNC:34393	A3QJZ6
HGNC:49179	A6NGN4
HGNC:49178	H0Y7S4
HGNC:51234	A3QJZ7
HGNC:51890	
HGNC:51891	
HGNC:51892	
HGNC:51893	
HGNC:51894	
HGNC:49193	A0A0G2JMD5
HGNC:51895	
HGNC:51896	
HGNC:51897	
HGNC:34302	
HGNC:51126	
HGNC:23304	Q96NZ9
HGNC:9337	P04280
HGNC:9338	P02812
HGNC:9339	Q04118
HGNC:9340	P10163
HGNC:9341	O43663
HGNC:48587	
HGNC:9343	Q92733
HGNC:32528	Q00LT1
HGNC:9344	P42785
HGNC:54653	
HGNC:9346	O75626
HGNC:9347	Q13029
HGNC:9348	Q9UKN5
HGNC:56186	
HGNC:9349	Q9NQX1
HGNC:9350	Q9NQX0
HGNC:55869	
HGNC:9351	Q9NQW5
HGNC:13993	Q9NQV8
HGNC:55581	
HGNC:13994	Q9NQV7
HGNC:13995	Q9NQV6
HGNC:30468	Q96N53
HGNC:13996	Q9NQV5
HGNC:13997	Q9H4Q4
HGNC:13998	Q9H4Q3
HGNC:14001	Q9GZV8
HGNC:13999	P57071
HGNC:14000	Q9HAZ2
HGNC:48664	
HGNC:9352	Q06830
HGNC:11711	
HGNC:9353	P32119
HGNC:30020	
HGNC:44967	
HGNC:44968	
HGNC:44969	
HGNC:9354	P30048
HGNC:39264	
HGNC:39265	
HGNC:39266	
HGNC:44643	
HGNC:17169	Q13162
HGNC:43598	
HGNC:43599	
HGNC:9355	P30044
HGNC:56432	
HGNC:16753	P30041
HGNC:54870	
HGNC:9356	Q9HCU5
HGNC:27492	
HGNC:30255	Q9Y255
HGNC:43886	
HGNC:43887	
HGNC:43888	
HGNC:43889	
HGNC:54770	
HGNC:54771	
HGNC:54772	
HGNC:28306	Q8N945
HGNC:43892	
HGNC:24639	Q96N28
HGNC:15892	Q9Y3B1
HGNC:49063	
HGNC:49064	
HGNC:49065	
HGNC:49066	
HGNC:49067	
HGNC:49068	
HGNC:49069	
HGNC:49070	
HGNC:49071	
HGNC:49072	
HGNC:49073	
HGNC:9357	P51888
HGNC:9358	P48147
HGNC:40466	
HGNC:30228	Q4J6C6
HGNC:32594	Q8TCU6
HGNC:22950	Q70Z35
HGNC:9360	P14222
HGNC:9362	P13727
HGNC:9363	Q9Y2Y8
HGNC:9364	Q92954
HGNC:9366	P02810
HGNC:9367	P02810
HGNC:17019	Q96MT3
HGNC:58444	
HGNC:56609	
HGNC:20340	Q7Z3G6
HGNC:40916	
HGNC:40917	
HGNC:40918	
HGNC:52829	
HGNC:6645	O43900
HGNC:16805	Q2TBC4
HGNC:9369	P49642
HGNC:9370	P49643
HGNC:55759	
HGNC:18319	Q86XR5
HGNC:26575	Q96LW4
HGNC:34235	
HGNC:9376	Q13131
HGNC:9377	P54646
HGNC:9378	Q9Y478
HGNC:58183	
HGNC:9379	O43741
HGNC:9380	P17612
HGNC:9381	P22694
HGNC:55245	
HGNC:9382	P22612
HGNC:9385	P54619
HGNC:9386	Q9UGJ0
HGNC:40468	
HGNC:40467	
HGNC:9387	Q9UGI9
HGNC:9388	P10644
HGNC:9389	
HGNC:9390	P31321
HGNC:40470	
HGNC:40469	
HGNC:9391	P13861
HGNC:40471	
HGNC:9392	P31323
HGNC:40472	
HGNC:9393	P17252
HGNC:51347	
HGNC:9395	P05771
HGNC:9399	Q05655
HGNC:9401	Q02156
HGNC:40474	
HGNC:40475	
HGNC:9402	P05129
HGNC:9403	C0HM02, P24723
HGNC:55588	
HGNC:58291	
HGNC:9404	P41743
HGNC:55035	
HGNC:9410	Q04759
HGNC:44689	
HGNC:9411	P14314
HGNC:9412	Q05513
HGNC:40477	
HGNC:55824	
HGNC:9407	Q15139
HGNC:17293	Q9BZL6
HGNC:9408	O94806
HGNC:55762	
HGNC:9413	P78527
HGNC:9414	Q13976
HGNC:45029	
HGNC:9416	Q13237
HGNC:40478	
HGNC:8607	O60260
HGNC:9438	O75569
HGNC:33447	
HGNC:21894	Q9H875
HGNC:9441	P51817
HGNC:40479	
HGNC:9442	
HGNC:9443	
HGNC:9444	O43930
HGNC:9445	P01236
HGNC:17945	P81277
HGNC:4464	P49683
HGNC:9446	P16471
HGNC:9447	P04553
HGNC:9448	P04554
HGNC:13732	Q9NNZ6
HGNC:5187	Q99873
HGNC:49611	
HGNC:5186	P55345
HGNC:30163	O60678
HGNC:10894	O14744
HGNC:40533	
HGNC:55482	
HGNC:32524	
HGNC:18241	Q96LA8
HGNC:25557	Q9NVM4
HGNC:5188	Q9NR22
HGNC:25099	Q6P2P2
HGNC:48942	
HGNC:15748	Q9UKY0
HGNC:9449	F7VJQ1, P04156
HGNC:18046	Q86SH4
HGNC:41906	E7EW31
HGNC:9451	P04070
HGNC:28600	Q8NCQ7
HGNC:9452	Q9UNN8
HGNC:9453	O43272
HGNC:17325	Q9UF12
HGNC:56289	
HGNC:18454	P58294
HGNC:18455	Q9HC23
HGNC:58092	
HGNC:4524	Q8TCW9
HGNC:15836	Q8NFJ6
HGNC:9454	O43490
HGNC:20685	Q8N271
HGNC:9455	O75360
HGNC:19958	O15091
HGNC:34379	A6NEY8
HGNC:38732	Q9H606
HGNC:9456	P07225
HGNC:9458	
HGNC:20291	Q86XN7
HGNC:23728	Q86WR7
HGNC:27343	
HGNC:25204	Q2NL68
HGNC:9459	Q92786
HGNC:43656	
HGNC:26715	Q3B8N5
HGNC:9460	P22891
HGNC:17346	Q13523
HGNC:17348	O43395
HGNC:17349	O43172
HGNC:55055	
HGNC:15860	O94906
HGNC:17340	Q6P2Q9
HGNC:17351	Q99633
HGNC:17896	Q9UMS4
HGNC:55484	
HGNC:23182	
HGNC:15446	Q8WWY3
HGNC:40700	
HGNC:25930	Q8NAV1
HGNC:44692	
HGNC:44693	
HGNC:25512	Q5VTL8
HGNC:20314	Q86UA1
HGNC:55576	
HGNC:16463	O75400
HGNC:25031	Q6NWY9
HGNC:9461	P41219
HGNC:9942	P23942
HGNC:9462	P60891
HGNC:9463	P21108
HGNC:39427	
HGNC:9464	
HGNC:9465	P11908
HGNC:9466	Q14558
HGNC:9467	O60256
HGNC:21149	P79522
HGNC:56391	
HGNC:18020	Q16378
HGNC:31682	P85299
HGNC:34512	
HGNC:25878	Q6MZQ0
HGNC:28130	Q8TB68
HGNC:27961	
HGNC:32057	Q5T870
HGNC:25619	Q96HE9
HGNC:56242	
HGNC:56930	
HGNC:29217	Q9ULL5
HGNC:24528	Q9NZ81
HGNC:50614	
HGNC:50615	
HGNC:50616	
HGNC:50617	
HGNC:50618	
HGNC:50619	
HGNC:50620	
HGNC:28458	Q9BWN1
HGNC:28738	Q5THK1
HGNC:22310	Q8IV56
HGNC:55866	
HGNC:28149	Q9BU68
HGNC:29654	Q569H4
HGNC:28574	Q8N4B5
HGNC:33728	A6NJB7
HGNC:24754	P86496
HGNC:37220	P86481
HGNC:37221	P86479
HGNC:37222	P86480
HGNC:37223	P86478
HGNC:49097	
HGNC:53837	P0DPQ3
HGNC:33866	
HGNC:28354	Q8IZ63
HGNC:37172	A6NEV1
HGNC:33764	Q6ZRT6
HGNC:37173	Q6ZRP0
HGNC:49420	E9PI22
HGNC:49396	P0DMB1
HGNC:54637	
HGNC:32481	Q8N813
HGNC:56316	
HGNC:37230	Q96S07
HGNC:33193	Q6MZM9
HGNC:25673	P0C7W0
HGNC:51822	
HGNC:28677	Q53SZ7
HGNC:34498	B1ATL7
HGNC:35118	A8MZF0
HGNC:25606	Q9NV39
HGNC:14139	P0CG20
HGNC:26172	Q9H6K5
HGNC:28164	Q96M27
HGNC:13918	P48634
HGNC:28121	Q5JSZ5
HGNC:24903	Q9Y520
HGNC:23949	
HGNC:9469	O14668
HGNC:9470	O14669
HGNC:30798	Q9BZD7
HGNC:30799	Q9BZD6
HGNC:13943	Q99946
HGNC:53642	A0A1B0GWB2
HGNC:30500	Q7Z6L0
HGNC:26591	Q5FWE3
HGNC:41151	
HGNC:37280	C9JH25
HGNC:9142	P54821
HGNC:21338	Q99811
HGNC:50684	
HGNC:9475	P07477
HGNC:9483	P07478
HGNC:9486	P35030
HGNC:43787	
HGNC:43788	Q8NHM4
HGNC:43790	
HGNC:43789	
HGNC:51828	
HGNC:9491	Q16651
HGNC:9477	P56730
HGNC:9480	Q9NQE7
HGNC:9485	Q9Y6M0
HGNC:14368	Q9GZN4
HGNC:14370	O95084
HGNC:56071	
HGNC:15475	Q9BQR3
HGNC:17542	A6NIE9
HGNC:28753	
HGNC:30405	Q8NF86
HGNC:21387	Q8N3Z0
HGNC:26906	Q5K4E3
HGNC:29211	A4D1T9
HGNC:29625	A1L453
HGNC:37319	
HGNC:27164	
HGNC:30715	Q7RTY9
HGNC:30716	Q7Z5A4
HGNC:37323	
HGNC:37324	
HGNC:30717	Q7RTY3
HGNC:37325	E5RG02
HGNC:37326	A8MTI9
HGNC:24635	Q7RTY5
HGNC:17910	Q9UI38
HGNC:37321	A0A1B0GVH4
HGNC:37322	
HGNC:34407	Q2L4Q9
HGNC:26336	Q6PEW0
HGNC:30824	Q6UWB4
HGNC:39433	P0CW18
HGNC:31397	Q6UWY2
HGNC:39125	Q8IYP2
HGNC:43791	
HGNC:23333	Q9NRG1
HGNC:26373	Q2VWP7
HGNC:9495	P24158
HGNC:13420	Q86TP1
HGNC:39723	
HGNC:25209	Q8WUY3
HGNC:13797	Q9BXM0
HGNC:28651	Q9BRX8
HGNC:52407	
HGNC:52408	
HGNC:28390	Q8TBF2
HGNC:16881	Q7RTV5
HGNC:54977	
HGNC:14024	O14603
HGNC:21504	O14603
HGNC:34018	
HGNC:34019	
HGNC:34020	O14603
HGNC:34021	O14603
HGNC:38785	
HGNC:38786	
HGNC:9498	P07602
HGNC:33131	Q6NUJ1
HGNC:19129	Q9Y617
HGNC:15785	
HGNC:43988	
HGNC:43989	
HGNC:43990	
HGNC:9500	O43653
HGNC:9507	A5PKW4
HGNC:19092	Q9BQI7
HGNC:52765	
HGNC:19093	Q9NYI0
HGNC:58211	
HGNC:19096	Q8NDX1
HGNC:9508	P49768
HGNC:9509	P49810
HGNC:30100	Q9NZ42
HGNC:9514	P11464
HGNC:9519	P11465
HGNC:9520	Q16557
HGNC:9521	Q00888
HGNC:9522	Q15238
HGNC:9523	Q00889
HGNC:9524	Q13046
HGNC:9525	Q9UQ74
HGNC:52550	
HGNC:9526	Q00887
HGNC:9515	
HGNC:9516	Q9UQ72
HGNC:56358	
HGNC:9527	O75475
HGNC:31132	
HGNC:23968	
HGNC:9529	P11801
HGNC:18997	Q96QS6
HGNC:54405	
HGNC:9530	P25786
HGNC:55003	
HGNC:9531	P25787
HGNC:43832	
HGNC:43833	
HGNC:43834	
HGNC:9532	P25788
HGNC:26445	
HGNC:20029	
HGNC:9533	P25789
HGNC:9534	P28066
HGNC:54966	
HGNC:9535	P60900
HGNC:17460	
HGNC:39607	
HGNC:39608	
HGNC:39609	
HGNC:9536	O14818
HGNC:20631	
HGNC:22985	Q8TAA3
HGNC:9537	P20618
HGNC:9539	P49721
HGNC:9540	P49720
HGNC:20633	
HGNC:30150	
HGNC:9541	P28070
HGNC:9542	P28074
HGNC:9543	P28072
HGNC:9544	Q99436
HGNC:49192	
HGNC:9545	P28062
HGNC:39758	
HGNC:9546	P28065
HGNC:9538	P40306
HGNC:31963	A5LHX3
HGNC:9547	P62191
HGNC:30147	
HGNC:39777	
HGNC:39778	
HGNC:39779	
HGNC:39780	
HGNC:39781	
HGNC:39782	
HGNC:39783	
HGNC:39784	
HGNC:39785	
HGNC:39786	
HGNC:39787	
HGNC:39788	
HGNC:9548	P35998
HGNC:54571	
HGNC:54573	
HGNC:9549	P17980
HGNC:17928	Q9P2W1
HGNC:9550	
HGNC:9551	P43686
HGNC:9552	P62195
HGNC:9553	P62333
HGNC:20634	
HGNC:30149	
HGNC:34012	
HGNC:9554	Q99460
HGNC:9559	Q13200
HGNC:30154	
HGNC:9560	O43242
HGNC:58140	
HGNC:9561	P55036
HGNC:9562	
HGNC:9563	Q16401
HGNC:9564	Q15008
HGNC:40480	
HGNC:44125	
HGNC:9565	P51665
HGNC:53056	
HGNC:7202	
HGNC:58516	
HGNC:58517	
HGNC:58518	
HGNC:9566	P48556
HGNC:34013	
HGNC:9567	O00233
HGNC:9555	O75832
HGNC:16602	
HGNC:30151	
HGNC:30152	
HGNC:9556	O00231
HGNC:9557	O00232
HGNC:30153	
HGNC:9558	Q9UNM6
HGNC:16889	O00487
HGNC:56104	
HGNC:54533	
HGNC:9568	Q06323
HGNC:9569	Q9UL46
HGNC:20632	
HGNC:30160	
HGNC:30156	
HGNC:30157	
HGNC:30158	
HGNC:30159	
HGNC:9570	P61289
HGNC:29856	Q9GZU8
HGNC:20635	Q14997
HGNC:9571	Q92530
HGNC:3043	O95456
HGNC:24929	Q969U7
HGNC:22420	Q9BT73
HGNC:22230	Q96PY0
HGNC:56588	
HGNC:56593	
HGNC:21108	Q5JS54
HGNC:17202	Q9UIG5
HGNC:17199	Q9UIG4
HGNC:17203	
HGNC:20320	Q8WXF1
HGNC:52951	
HGNC:42033	
HGNC:42643	
HGNC:9577	P78330
HGNC:9578	O15172
HGNC:9579	O60542
HGNC:24472	Q6PGN9
HGNC:28578	Q8IV42
HGNC:9580	O43586
HGNC:9581	Q9H939
HGNC:9582	P25105
HGNC:30449	Q7Z6K3
HGNC:9583	P26599
HGNC:20030	
HGNC:17662	Q9UKA9
HGNC:10253	O95758
HGNC:22198	O75127
HGNC:25734	Q8WV60
HGNC:31718	
HGNC:45168	
HGNC:24717	Q96EY7
HGNC:9585	Q13635
HGNC:9586	Q9Y6C5
HGNC:26392	Q96NR3
HGNC:37703	
HGNC:24776	Q3KNS1
HGNC:44945	
HGNC:44946	
HGNC:44947	
HGNC:21345	Q6ZW05
HGNC:21290	Q6ISU1
HGNC:37127	
HGNC:44086	
HGNC:43959	
HGNC:9587	P48651
HGNC:15463	Q9BVG9
HGNC:9588	P60484
HGNC:9589	
HGNC:48773	
HGNC:9590	Q96BW5
HGNC:23734	Q7RTS3
HGNC:9591	Q13258
HGNC:4502	Q9Y5Y4
HGNC:9592	P41222
HGNC:9593	P34995
HGNC:9594	P43116
HGNC:9595	P43115
HGNC:40481	
HGNC:9596	P35408
HGNC:9597	
HGNC:9598	
HGNC:44749	
HGNC:38498	
HGNC:9599	O14684
HGNC:17822	Q9H7Z7
HGNC:48711	
HGNC:16049	Q15185
HGNC:43943	E9PB15
HGNC:43946	Q9BTE6
HGNC:43824	
HGNC:43822	
HGNC:43823	
HGNC:43825	
HGNC:43826	
HGNC:9600	P43088
HGNC:9601	Q9P2B2
HGNC:9602	P43119
HGNC:9603	Q16647
HGNC:18429	Q14914
HGNC:20149	Q8N8N7
HGNC:28697	Q8N4Q0
HGNC:9604	P23219
HGNC:9605	P35354
HGNC:9606	P01270
HGNC:9608	Q03431
HGNC:30828	Q96A98
HGNC:9609	P49190
HGNC:9607	P12272
HGNC:9611	Q05397
HGNC:9612	Q14289
HGNC:9617	Q13882
HGNC:9618	Q13308
HGNC:9623	P06454
HGNC:9624	
HGNC:9625	
HGNC:9626	
HGNC:9627	
HGNC:9628	
HGNC:16573	
HGNC:20031	
HGNC:42437	
HGNC:34054	
HGNC:53978	
HGNC:53979	
HGNC:53982	
HGNC:53983	
HGNC:53984	
HGNC:53985	
HGNC:9629	P20962
HGNC:9630	P21246
HGNC:9632	Q86YD1
HGNC:44174	
HGNC:51284	
HGNC:56490	
HGNC:9634	Q93096
HGNC:41928	
HGNC:41929	
HGNC:41930	
HGNC:41931	
HGNC:41932	
HGNC:41933	
HGNC:41934	
HGNC:9635	Q12974
HGNC:9637	
HGNC:9638	
HGNC:9636	O75365
HGNC:9308	Q15257
HGNC:30184	A2A3K4
HGNC:26965	Q8WUK0
HGNC:9642	P18031
HGNC:9650	P17706
HGNC:9653	
HGNC:9654	
HGNC:9655	P26045
HGNC:9656	P29074
HGNC:9657	P54829
HGNC:9658	P29350
HGNC:9659	P35236
HGNC:9661	P43378
HGNC:9644	Q06124
HGNC:58112	
HGNC:56465	
HGNC:56466	
HGNC:56467	
HGNC:56468	
HGNC:56469	
HGNC:9645	Q05209
HGNC:9646	Q12923
HGNC:9647	Q15678
HGNC:9649	Q99952
HGNC:23423	Q4JDL3
HGNC:23424	
HGNC:9651	Q16825
HGNC:9652	Q9Y2R2
HGNC:14406	Q9H3S7
HGNC:55397	
HGNC:9664	P18433
HGNC:9665	P23467
HGNC:58150	
HGNC:9666	P08575
HGNC:40483	
HGNC:9667	Q14761
HGNC:9668	P23468
HGNC:49753	
HGNC:49754	
HGNC:9669	P23469
HGNC:58380	
HGNC:9670	P10586
HGNC:9671	P23470
HGNC:44638	
HGNC:9672	Q9HD43
HGNC:9673	Q12913
HGNC:50634	
HGNC:9674	Q15262
HGNC:40484	
HGNC:9675	P28827
HGNC:9676	Q16849
HGNC:9677	Q92932
HGNC:40488	
HGNC:40489	
HGNC:40490	
HGNC:9678	Q16827
HGNC:9679	Q9UMZ3
HGNC:9680	Q15256
HGNC:9681	Q13332
HGNC:56210	
HGNC:9682	O14522
HGNC:40491	
HGNC:55715	
HGNC:9683	Q92729
HGNC:13421	
HGNC:9685	P23471
HGNC:9686	
HGNC:27039	Q86Y79
HGNC:24265	Q9Y3E5
HGNC:33782	Q6GMV3
HGNC:9689	Q03393
HGNC:9690	O95997
HGNC:13524	P53801
HGNC:55318	P0DTF9
HGNC:20055	
HGNC:56817	
HGNC:9691	Q9NZH5
HGNC:13422	Q9NZH4
HGNC:9692	P26022
HGNC:14171	Q96A99
HGNC:16818	Q08623
HGNC:20200	
HGNC:20195	
HGNC:38118	
HGNC:17042	Q9UHX1
HGNC:14957	Q14671
HGNC:14958	Q8TB72
HGNC:29676	Q15397
HGNC:9701	Q00577
HGNC:9702	Q96QR8
HGNC:17930	Q9UJV8
HGNC:48995	
HGNC:15508	Q9Y606
HGNC:40706	
HGNC:25461	Q9BZE2
HGNC:26033	Q96PZ0
HGNC:25276	Q9H0K6
HGNC:49779	
HGNC:26505	Q3MIT2
HGNC:26914	Q8N0Z8
HGNC:9704	P20472
HGNC:40053	A0A1B0GWK0
HGNC:9705	P15151
HGNC:32190	Q6DKI7
HGNC:48897	
HGNC:9709	
HGNC:30089	
HGNC:29998	
HGNC:30090	
HGNC:49129	
HGNC:30001	
HGNC:17015	Q13610
HGNC:9711	Q15269
HGNC:33235	
HGNC:33236	
HGNC:49131	
HGNC:49130	
HGNC:29406	Q96N64
HGNC:39709	
HGNC:25150	Q6NUJ5
HGNC:29641	Q2TAK8
HGNC:26583	Q5H9M0
HGNC:55197	A0A494C071
HGNC:21361	Q5TGL8
HGNC:14966	Q92626
HGNC:26359	A1KZ92
HGNC:23326	Q7Z7A4
HGNC:9716	Q9NR77
HGNC:15920	Q9Y6I8
HGNC:9718	P49023
HGNC:44123	
HGNC:18312	Q8NFP0
HGNC:26303	Q8TE99
HGNC:16608	Q9ULZ3
HGNC:45036	I3L0S3
HGNC:9721	P32322
HGNC:56889	
HGNC:30262	Q96C36
HGNC:25846	Q53H96
HGNC:30261	Q8WXC3
HGNC:33512	Q56P42
HGNC:52874	
HGNC:53781	W6CW81
HGNC:9723	P11216
HGNC:9725	P06737
HGNC:9726	P11217
HGNC:30256	Q9Y3Y4
HGNC:30257	Q9BRQ0
HGNC:55250	
HGNC:28894	Q6K0P9
HGNC:51820	
HGNC:30258	Q9BRP8
HGNC:26162	Q8WU10
HGNC:23517	Q8N2H3
HGNC:44317	Q96I23
HGNC:9748	P10082
HGNC:9749	Q9NRI6
HGNC:31855	Q5JQD4
HGNC:9750	P20742
HGNC:56245	
HGNC:9751	P47897
HGNC:9752	P09417
HGNC:21100	Q96PU8
HGNC:55255	
HGNC:28144	Q5T6V5
HGNC:9753	Q16769
HGNC:25952	Q9NXS2
HGNC:9755	Q15274
HGNC:29982	P83859
HGNC:15565	Q96P65
HGNC:24713	Q2TAL8
HGNC:25326	Q9H0J4
HGNC:21020	Q9H0R6
HGNC:43667	
HGNC:43668	
HGNC:43669	
HGNC:26154	Q2KHR3
HGNC:9756	O00391
HGNC:30249	Q6ZRP7
HGNC:21727	Q67FW5
HGNC:20887	Q4AE62
HGNC:58227	
HGNC:23797	Q9BXR0
HGNC:39179	
HGNC:25771	Q9H974
HGNC:27329	Q9Y3T6
HGNC:23512	Q7Z5L2
HGNC:9757	Q15032
HGNC:29167	Q9Y2K5
HGNC:55457	
HGNC:44056	
HGNC:44057	
HGNC:28270	Q96D70
HGNC:16249	Q9H3Y0
HGNC:55830	
HGNC:9758	P62820
HGNC:54644	
HGNC:54645	
HGNC:18370	Q9H0U4
HGNC:23683	Q92928
HGNC:9763	P61019
HGNC:20246	Q8WUD1
HGNC:9777	P20336
HGNC:9778	P20337
HGNC:30269	Q96E17
HGNC:9779	O95716
HGNC:17063	Q15042
HGNC:17168	Q9H2M9
HGNC:9780	Q8TBN0
HGNC:16508	Q96QF0
HGNC:9781	P20338
HGNC:55934	
HGNC:9782	P61018
HGNC:44465	
HGNC:9783	P20339
HGNC:9784	P61020
HGNC:9785	P51148
HGNC:55289	
HGNC:45104	
HGNC:45106	
HGNC:15870	Q9BUV8
HGNC:9786	P20340
HGNC:14902	Q9NRW1
HGNC:16525	Q9H0N0
HGNC:49278	
HGNC:30272	Q53S08
HGNC:9788	P51149
HGNC:30513	Q96AH8
HGNC:7007	P61006
HGNC:30273	Q92930
HGNC:9792	P51151
HGNC:38104	
HGNC:38106	
HGNC:38107	
HGNC:38108	
HGNC:38109	
HGNC:14090	Q9NP90
HGNC:9793	
HGNC:9759	P61026
HGNC:9760	P62491
HGNC:45188	
HGNC:45189	
HGNC:9761	Q15907
HGNC:44178	
HGNC:30265	Q6WKZ4
HGNC:42366	
HGNC:29152	Q7L804
HGNC:17224	O75154
HGNC:30267	Q86YS3
HGNC:24845	Q9BXF6
HGNC:31332	Q6IQ22
HGNC:58203	
HGNC:9762	P51153
HGNC:16524	P61106
HGNC:20150	P59190
HGNC:16523	Q9H0T7
HGNC:56028	
HGNC:14244	Q9NP72
HGNC:19982	A4D1S5
HGNC:18260	Q9NX57
HGNC:18263	Q9UL25
HGNC:9764	Q9UL26
HGNC:14263	Q9ULC3
HGNC:9765	Q969Q5
HGNC:18238	P57735
HGNC:14259	Q9ULW5
HGNC:9766	P51159
HGNC:9767	O00194
HGNC:58316	
HGNC:9768	P51157
HGNC:50380	
HGNC:50381	
HGNC:50382	
HGNC:51548	
HGNC:51547	
HGNC:9789	O14966
HGNC:9770	Q15771
HGNC:48672	
HGNC:9771	Q13636
HGNC:58651	
HGNC:9772	Q13637
HGNC:9773	Q14088
HGNC:16075	Q9H082
HGNC:55153	
HGNC:16519	P0DI83, Q9BZG1
HGNC:9774	Q15286
HGNC:56348	
HGNC:9775	O95755
HGNC:30268	Q96AX2
HGNC:58558	
HGNC:9776	P57729
HGNC:16521	Q14964
HGNC:16499	Q96DA2
HGNC:18283	Q8WXH6
HGNC:25410	P0C0E4
HGNC:18284	Q12829
HGNC:18285	Q96S21
HGNC:18293	Q5JT25
HGNC:28702	Q8N4Z0
HGNC:19799	
HGNC:19983	Q86YS6
HGNC:33153	
HGNC:21068	Q7Z6P3
HGNC:9794	Q9UI14
HGNC:17677	Q15276
HGNC:24817	Q9H5N1
HGNC:16896	Q7Z6M1
HGNC:39791	
HGNC:17155	Q9Y3P9
HGNC:24663	B7ZAP0, Q5R372
HGNC:41057	
HGNC:54296	
HGNC:41471	
HGNC:17676	Q9UJ41
HGNC:55751	
HGNC:55752	
HGNC:55753	
HGNC:9795	Q92696
HGNC:9796	P53611
HGNC:56479	
HGNC:9797	P47224
HGNC:9799	Q9UBK7
HGNC:9800	Q9UNT1
HGNC:18072	Q5HYI8
HGNC:24703	Q3YEC7
HGNC:9801	P63000
HGNC:31001	
HGNC:31414	
HGNC:31833	
HGNC:31113	
HGNC:30593	
HGNC:42006	
HGNC:42007	
HGNC:42005	
HGNC:50774	
HGNC:9802	P15153
HGNC:9803	P60763
HGNC:9804	Q9H0H5
HGNC:24689	
HGNC:4399	P63244
HGNC:55463	
HGNC:55464	
HGNC:55465	
HGNC:9806	O60671
HGNC:49479	
HGNC:49480	
HGNC:9827	Q99638
HGNC:21700	Q6WBX8
HGNC:9807	O75943
HGNC:9808	
HGNC:9809	
HGNC:18278	Q9NS91
HGNC:9811	O60216
HGNC:32158	
HGNC:16271	Q9H4I0
HGNC:55032	
HGNC:9812	P54725
HGNC:9813	P54727
HGNC:44509	
HGNC:44510	
HGNC:9814	
HGNC:9816	Q92878
HGNC:9817	Q06609
HGNC:48621	
HGNC:16956	Q96B01
HGNC:49646	
HGNC:34417	Q09MP3
HGNC:9822	O15315
HGNC:58171	
HGNC:9820	O43502
HGNC:9823	O75771
HGNC:9824	P43351
HGNC:54559	
HGNC:17228	Q9Y620
HGNC:9826	Q92698
HGNC:29123	Q9Y4B4
HGNC:54570	
HGNC:22226	Q96JH8
HGNC:25486	Q6NSI4
HGNC:9828	P78406
HGNC:16793	Q8TD07
HGNC:48994	
HGNC:16794	
HGNC:16795	Q6H3X3
HGNC:16797	
HGNC:16798	Q5VY80
HGNC:16799	
HGNC:9829	P04049
HGNC:9830	
HGNC:9831	P15918
HGNC:9832	P55895
HGNC:9834	Q7Z5J4
HGNC:40496	
HGNC:9835	Q9Y5P3
HGNC:14873	Q9P0K7
HGNC:55983	
HGNC:9839	P11233
HGNC:9840	P11234
HGNC:9841	Q15311
HGNC:54696	
HGNC:54697	
HGNC:17770	Q6GYQ0
HGNC:23203	
HGNC:16207	Q2PPJ7
HGNC:29221	Q86X10
HGNC:9842	Q12967
HGNC:16851	Q5JS13
HGNC:30279	Q86X27
HGNC:55163	
HGNC:15921	Q9UKM9
HGNC:50743	
HGNC:27036	Q86SE5
HGNC:31022	Q9BTL3
HGNC:21234	A0A3B3IU46
HGNC:9843	O60894
HGNC:9844	O60895
HGNC:44358	
HGNC:9845	O60896
HGNC:9846	P62826
HGNC:9847	P43487
HGNC:54908	
HGNC:9848	P49792
HGNC:9850	Q9H6Z4
HGNC:55312	
HGNC:26353	Q86VV4
HGNC:9851	O60518
HGNC:13727	Q96S59
HGNC:29285	Q6VN20
HGNC:14428	Q9H2T7
HGNC:19734	
HGNC:9854	P46060
HGNC:17679	Q9HD47
HGNC:21631	
HGNC:39857	
HGNC:39858	
HGNC:39859	
HGNC:39860	
HGNC:39861	
HGNC:39862	
HGNC:39863	
HGNC:39864	
HGNC:9855	P62834
HGNC:9856	
HGNC:9857	P61224
HGNC:55079	A6NIZ1
HGNC:49780	
HGNC:49781	
HGNC:49782	
