"Type","Ancestral taxonomy","Ensembl identifier & gene name","Compare","Location","Target %id","Query %id"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199349 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:206,747,980-206,748,092:-1","85.84 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199332 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:31,402,152-31,402,250:-1","67.68 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199331 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:109,042,386-109,042,487:-1","59.80 %","53.98 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199303 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:99,642,237-99,642,347:-1","90.09 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199291 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:31,258,608-31,258,709:-1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199290 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:29,750,371-29,750,472:1","67.65 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199285 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:38,987,281-38,987,383:1","83.50 %","76.11 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199273 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:40,128,121-40,128,232:-1","87.50 %","86.73 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199263 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:68,474,553-68,474,664:-1","75.89 %","75.22 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199245 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:88,430,442-88,430,550:1","77.98 %","75.22 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199241 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:240,698,320-240,698,429:1","87.27 %","84.96 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199224 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:115,833,273-115,833,373:-1","61.39 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199223 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","19:6,572,956-6,573,057:-1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199222 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:21,481,716-21,481,817:1","62.75 %","56.64 %"
"Paralogues","Placentals (Eutheria)","ENSG00000199220 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:114,657,949-114,658,062:-1","85.96 %","86.73 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199204 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:34,001,698-34,001,799:-1","63.73 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199203 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:210,265,963-210,266,074:1","75.89 %","75.22 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199201 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:73,192,223-73,192,325:-1","59.22 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199200 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:34,201,979-34,202,074:-1","60.42 %","51.33 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000195401 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:68,735,720-68,735,823:-1","70.19 %","64.60 %"
