"id","abbreviation","name","external_note","pubmed_ids","desc_comment","desc_label","desc_source","desc_go","typical_gene"
"1341","","Apoptosome","","","The apoptosome is a large quaternary protein structure formed in the process of apoptosis. Its formation is triggered by the release of cytochrome c from the mitochondria in response to an internal (intrinsic) or external (extrinsic) cell death stimulus. Stimuli can vary from DNA damage and viral infection to developmental cues such as those leading to the degradation of a tadpole's tail.  In mammalian cells, once cytochrome c is released, it binds to the cytosolic protein Apaf-1 to facilitate the formation of apoptosome. An early biochemical study suggests a two-to-one ratio of cytochrome c to apaf-1 for apoptosome formation. However, recent structural studies suggest the cytochrome c to apaf-1 ratio is one-to-one. It has also been shown that the nucleotide dATP as third component binds to apaf-1, however its exact role is still debated. The mammalian apoptosome had never been crystallized, but a human APAF-1/cytochrome-c apoptosome has been imaged at lower (2 nm ) resolution by cryogenic transmission electron microscopy 10 years ago, revealing a wheel-like particle with 7-fold symmetry. Recently, a medium resolution (9.5 Ã…ngstrÃ¶m) structure of human apoptosome was also solved by cryo-electron microscopy, which allows unambiguous inference for positions of all the APAF-1 domains (CARD, NBARC and WD40) and cytochrome c. There is also now a crystal structure of the monomeric, inactive Apaf-1 subunit (PDB 3SFZ).    Once formed, the apoptosome can then recruit and activate the inactive pro-caspase-9. Once activated, this initiator caspase can then activate effector caspases and trigger a cascade of events leading to apoptosis.","Apoptosome","Wikipedia|https://en.wikipedia.org/wiki/Apoptosome","NULL","NULL"
"1342","","Death inducing signaling complex","","","The death-inducing signaling complex or DISC is a multi-protein complex formed by members of the 'death receptor' family of apoptosis -inducing cellular receptors. A typical example is FasR, which forms the DISC upon trimerization as a result of its ligand ( FasL ) binding. The DISC is composed of the death receptor, FADD, and caspase 8. It transduces a downstream signal cascade resulting in apoptosis.  The Fas ligands, or cytotoxicity-dependent APO-1-associated proteins, physically associate with APO-1 (also known as the Fas receptor, or CD95), a tumor necrosis factor containing a functional death domain. This association leads to the formation of the DISC, thereby inducing apoptosis. The entire process is initiated when the cell registers the presence of CD95L, the cognate ligand for APO-1. Upon binding, the CAP proteins and procaspase-8 (composed of FLICE, MACH, and Mch5) bind to CD95 through death domain and death effector domain interactions. Procaspase-8 activation is thought to occur through a dimerization process with other procaspase-8 molecules, known as an induced proximity model.  The CAP proteins associate only with the oligomerized version of APO-1 when forming the complex. The CAP1 are CAP2 proteins are also known as FADD/MORT1, an adaptor molecule with a death domain. CAP4 is also called FLICE, a cysteine protease with two death effector domains. CAP3 is the prodomain of FLICE generated during proteolytic activation. Once the DISC assembles, it allows APO-1 signaling to occur, which triggers cell death. In order to do this, downstream targets such as FLICE must be activated. In its inactive state, FLICE's two death domains are thought to bind together and prevent its activation. Once APO-1 aggregates within the cytosol, it recruits FADD, CAP3, and FLICE to the receptor, where FLICE is modified into several active subunits, which have the ability to cleave a variety of substrates. This proteolytic activity then results in a cascade of caspase activation, and ultimately cell death. This apoptotic activity is critical for tissue homeostasis and immune function.  APO-1-mediated apoptosis can be inhibited by a variety of factors, including the viral caspase inhibitors CrmA and p35, as well as viral FLICE-inhibitory proteins known as v-FLIPs. When in the presence of APO-1, v-FLIPs preferentially bind and prevent procaspase-8 from being recruited; as such, apoptosis is stalled. Interestingly, humans have a homolog for v-FLIP known as c-FLIP, which occurs in two endogenous forms (c-FLIPL (long) and c-FLIPS (short)). These are similar in structure to procaspase-8, but lack the amino acids necessary for caspase-8 catalytic activity. It is thought that c-FLIP may be involved in modulating the immune system, as c-FLIPS is upregulated upon stimulation of the T cell receptor. Furthermore, as high expression of FLIP is known to promote tumor growth, these inhibitor molecules play a role in cancer proliferation.  The DISC has been implicated as a possible drug development target for various cancers, including leukemia, glioma, and colon cancer. In glioma cells, the effects of TRAIL (tumor necrosis factor-related apoptosis-inducing ligand) have been shown to induce DISC-mediated apoptosis. Specifically, TRAIL works by activating two death receptors, DR4 and DR5; these bind to FADD, which then interacts with caspase-8 to assemble the DISC. Tumor cells show varying sensitivity to TRAIL modulated apoptosis, depending on the presence of the antiapoptotic FLIP proteins. Additionally, studies in leukemia have indicated that the histone deacetylase inhibitor LAQ824 increases apoptosis by decreasing the expression levels of the c-FLIPs. As such, these inhibitors are promising targets for anti-cancer therapy.","Death-inducing signaling complex","Wikipedia|https://en.wikipedia.org/wiki/Death-inducing signaling complex","NULL","NULL"
"1343","","CST complex","","27239262,27487043,22763445","The CST complex localizes specifically to single-stranded telomeric DNA, including the telomeric overhang. In yeast this complex is involved in chromosome end capping and telomere length regulation. The capping properties of CST may be dispensable in vertebrates in vivo due to the presence of the shelterin complex, which also caps chromosome ends.   There is evidence to suggest that the CST complex rescues stalled replication forks under conditions of replication stress.   ","NULL","Rice et al|https://www.ncbi.nlm.nih.gov/pubmed/27239262","NULL","NULL"
"1344","","MRN complex","","26512707,26391293,25576492,30297404","The MRN complex (MRX complex in yeast) is a protein complex consisting of Mre11, Rad50 and Nbs1 (also known as Nibrin in humans and as Xrs2 in yeast). In eukaryotes, the MRN/X complex plays an important role in the initial processing of double-strand DNA breaks prior to repair by homologous recombination or non-homologous end joining. The MRN complex binds avidly to double-strand breaks both in vitro and in vivo and may serve to tether broken ends prior to repair by non-homologous end joining or to initiate resection prior to repair by homologous recombination. The MRN complex also participates in activating the checkpoint kinase ATM in response to DNA damage. Production of short single-strand oligonucleotides by Mre11 endonuclease activity has been implicated in ATM activation by the MRN complex.","MRN complex","Wikipedia|https://en.wikipedia.org/wiki/MRN complex","NULL","NULL"
"1345","","tRNA splicing ligase complex","","25378478,24608264,24870230,21311021,24870230","tRNA maturation involves an intron splicing and an exon ligation step. The product of RTCB is the catalytic subunit of the human tRNA ligation complex. Full enzymatic activity of RTCB depends on guanylation, which is provided by the co-factor ZBTB8OS (archease) working in cooperation with DDX1.","tRNA splicing ligase complex","Jurkin et al, 2014|https://www.ncbi.nlm.nih.gov/pubmed/25378478","NULL","NULL"
"1346","","JmjC hydroxylases","","27309310,24814345","The protein products of these genes catalyze the oxidation of proteins (for TYW5 a tRNA) to stable hydroxylated products. JmjC hydroxylases in general appear to have more open binding sites than the KDMs and bind their target residues primarily through main and side chain hydrogen bonds, rather than the principally hydrophobic interactions used by KDMs.","JmjC oxygenases:","Markolovic et al, 2016|https://www.ncbi.nlm.nih.gov/pubmed/27309310","NULL","HIF1AN"
"1347","","Polycomb repressive complex 2","Co-factors such as the proteins encoded by <a href='https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6196'>JARID2</a>, <a href='https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24051'>AEBP2</a>, <a href='https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29503'>LCOR</a>, <a href='https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:34493'>EPOP</a>, <a href='https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29535'>MTF2</a>, <a href='https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8919'>PHF1</a> and <a href='https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24566'>PHF19</a> associate to the PRC2 and modulate its recruitment and activity. <a href='https://www.ncbi.nlm.nih.gov/pubmed/29628311'>(PMID:29628311)</a>","29628311,27742591,27634302,27239242","The Polycomb Repressive Complex 2 (PRC2) is a key chromatin modifier involved in the maintenance of transcriptional silencing. The proteins encoded by EZH1 and EZH2 are the two paralogous enzymatic subunits of the complex and the proteins encoded by SUZ12 and EED are strictly required for their enzymatic activity. The RBBP4/7 paralogs, which are believed to contribute to nucleosome binding, are also part of other chromatin regulatory complexes.","PRC2","Wassef et al, 2016|https://www.ncbi.nlm.nih.gov/pubmed/27742591","NULL","NULL"
"1348","","Transcription and export complex 1 subunits","The POLDIP3 protein has been proposed as a TREX subunit in<a href='https://pubmed.ncbi.nlm.nih.gov/22928037/'> Folco <i>et al</i> (PMID:22928037)</a>, but this is disputed by <a href='https://pubmed.ncbi.nlm.nih.gov/27189710/'>Schuman </i>et al</i> (PMID:27189710)</a>. ","27679854,27312604,21701562,27189710","The TREX complex couples transcription elongation by RNA polymerase II to mRNA export, moving along the gene with the elongating polymerase during transcription. It acts as a binding platform for the protein product of NXF1 (nuclear RNA export factor 1). TREX subunits are also involved in piRNA transcription and biogenesis. The TREX complex also helps prevent R-loop formation during transcription.   ","TREX complex","Heath et al, 2016|https://www.ncbi.nlm.nih.gov/pubmed/27679854","NULL","NULL"
"1350","","S100 fused type protein family","","24780931,22417302,22201818","The S100 fused type protein (SFTP) family or fused gene family encompasses genes which are mainly expressed in stratified epithelia and play a role in epithelial homeostasis. Like S100 proteins, SFTPs contain two calcium-binding EF-hand motifs. These proteins are associated with cytoplasmic intermediate filaments as well as minor components of the CE. Due to their homologous structure they are also known as filaggrin-like proteins.","S100 fused type protein family","Wikipedia|https://en.wikipedia.org/wiki/Epidermal_differentiation_complex#SFTP_family","NULL","NULL"
"1352","","Cornified envelope precursor family","","26778565,24648708,18166499","As it name implies, the cornified envelope (CE) precursor family includes genes that encode the proteins forming the CE. The CE is a cross-linked matrix that surrounds terminally differentiated squamous keratinocytes after a process known as cornification. CE precursor proteins are cross-linked by transglutaminases. The ratio of CE precursor proteins varies from tissue to tissue. In the epidermis, the most abundant CE component is loricrin (65-70%), while involucrin is a minor component (<5%).","Cornified envelope precursor family","Wikipedia|https://en.wikipedia.org/wiki/Epidermal_differentiation_complex#Cornified envelope precursor family","NULL","NULL"
"1353","SPRR","Small proline rich proteins","","24085571,22519520,21248766","SPRR genes encode proteins that are strongly induced during differentiation of human epidermal keratinocytes in vitro and in vivo and are a class of cornified envelope precursor proteins. The structure of the central segments of the encoded proteins are built up from tandemly repeated units of either eight (SPRR1 and SPRR3) or nine (SPRR2) amino acids with the general consensus *K*PEP**.","Small proline rich proteins","Gibbs et al, 1993|https://www.ncbi.nlm.nih.gov/pubmed/?term=8325635","NULL","NULL"
