gene_symbol,alias_symbol,collision,source
SLC6A4,"5-HTT,5-HTTLPR,5HTT,HTT,OCD1,SERT,SERT1,hSERT",HTT,NCBI
SPAM1,"HEL-S-96n,HYA1,HYAL1,HYAL3,HYAL5,PH-20,PH20,SPAG15",HYAL1,NCBI
SPAM1,"HEL-S-96n,HYA1,HYAL1,HYAL3,HYAL5,PH-20,PH20,SPAG15",HYAL3,NCBI
HYDIN,"CILD5,HYDIN1,HYDIN2,PPP1R31",HYDIN2,NCBI
HYDIN2,HYDINP1,HYDINP1,NCBI
SERF2-C15ORF63,"C15orf63,HYPK",HYPK,NCBI
IFNA1,"IFL,IFN,IFN-ALPHA,IFN-alphaD,IFNA13,IFNA@,leIF D",IFNA13,NCBI
B4GAT1,"B3GN-T1,B3GNT1,B3GNT6,BETA3GNTI,MDDGA13,iGAT,iGNT",IGAT,NCBI
IGHV3-38-3,"IGH,IGHV3-D,IGHV3D",IGH,NCBI
IGHV3-69-1,"IGH,IGHM,IGHV,IGHV3-11,IGHV3-H,IGHV3H,IgVH",IGH,NCBI
IGHV3OR16-7,"IGH,IGHV,IGHV3/OR16-7,IGHV3OR167",IGH,NCBI
ITIH1,"H1P,IATIH,IGHEP1,ITI-HC1,ITIH,SHAP",IGHEP1,NCBI
IGHV3-69-1,"IGH,IGHM,IGHV,IGHV3-11,IGHV3-H,IGHV3H,IgVH",IGHM,NCBI
IGHV3-69-1,"IGH,IGHM,IGHV,IGHV3-11,IGHV3-H,IGHV3H,IgVH",IGHV3-11,NCBI
BMS1P20,"IGL,IGLV,IGLV1",IGL,NCBI
IGLL5,"IGL,IGLV,VL-MAR",IGL,NCBI
IGL,"IGL@,IGLC6",IGLC6,NCBI
THG1L,"ICF45,IHG-1,IHG1,SCAR28,THG1,hTHG1",IHG1,NCBI
FOXC1,"ARA,ASGD3,FKHL7,FREAC-3,FREAC3,IGDA,IHG1,IRID1,RIEG3",IHG1,NCBI
KCNN4,"DHS2,IK,IK1,IKCA1,KCA4,KCa3.1,SK4,SKCa4,hIK1,hIKCa1,hKCa4,hSK4",IK,NCBI
IL17F,"CANDF6,IL-17F,IL17A,ML-1,ML1",IL17A,NCBI
MYDGF,"C19orf10,EUROIMAGE1875335,IL25,IL27,IL27w,R33729_1,SF20",IL25,NCBI
MYDGF,"C19orf10,EUROIMAGE1875335,IL25,IL27,IL27w,R33729_1,SF20",IL27,NCBI
IGF2BP3,"CT98,IMP-3,IMP3,KOC,KOC1,VICKZ3",IMP3,NCBI
SPPL2A,"IMD86,IMP3,PSL2",IMP3,NCBI
SPPL2B,"IMP-4,IMP4,PSH4,PSL1",IMP4,NCBI
IPO4,Imp4,IMP4,NCBI
IMPDH1P11,"IMPDH1,IMPDHL1",IMPDH1,NCBI
ING3,"Eaf4,ING2,MEAF4,p47ING3",ING2,NCBI
INGX,"ING1-like,ING2",ING2,NCBI
PMPCA,"Alpha-MPP,CLA1,CPD3,INPP5E,MAS2,P-55,SCAR2",INPP5E,NCBI
OCRL,"DENT2,Dent-2,INPP5F,LOCR,NPHL2,OCRL-1,OCRL1",INPP5F,NCBI
SPATA17,"CFAP305,FAP305,IQCH,MOT17,MSRG-11,MSRG11",IQCH,NCBI
IQSEC3-AS3,IQSEC3-AS1,IQSEC3-AS1,NCBI
ISY1-RAB43,ISY1,ISY1,NCBI
UBR1,JBS,JBS,NCBI
RNASEH2A,"AGS4,JUNB,RNASEHI,RNHIA,RNHL",JUNB,NCBI
KCNMB3,"BKBETA3,HBETA3,K(VCA)BETA-3,KCNMB2,KCNMBL,SLO-BETA-3,SLOBETA3",KCNMB2,NCBI
KIR2DS2,"183ActI,CD158J,CD158b,KIR-2DS2,KIR2DL1,NKAT-5,NKAT5,cl-49",KIR2DL1,NCBI
KIR2DL1,"CD158A,KIR-K64,KIR221,KIR2DL3,NKAT,NKAT-1,NKAT1,p58.1",KIR2DL3,NCBI
KIR3DL1,"CD158E1,KIR,KIR2DL5B,KIR3DL1/S1,NKAT-3,NKAT3,NKB1,NKB1B",KIR2DL5B,NCBI
KIR3DL3,"CD158Z,KIR2DL5B,KIR3DL7,KIR44,KIRC1",KIR2DL5B,NCBI
KIR2DL3,"CD158B2,CD158b,GL183,KIR-023GB,KIR-K7b,KIR-K7c,KIR2DL,KIR2DS5,KIRCL23,NKAT,NKAT2,NKAT2A,NKAT2B,p58",KIR2DS5,NCBI
KLC3,"KLC2,KLC2L,KLCt,KNS2B",KLC2,NCBI
SP6,"AI1K,EPFN,EPIPROFIN,KLF14",KLF14,NCBI
ENC1,"CCL28,ENC-1,KLHL35,KLHL37,NRPB,PIG10,TP53I10",KLHL35,NCBI
KLHL7,"CISS3,KLHL6,PERCHING,SBBI26",KLHL6,NCBI
KLKB1,"KLK3,PKK,PKKD,PPK",KLK3,NCBI
KLK1,"KLKR,Klk6,hK1",KLK6,NCBI
KLK6,"Bssp,Klk7,PRSS18,PRSS9,SP59,hK6",KLK7,NCBI
NRAS,"ALPS4,CMNS,KRAS,N-ras,NCMS,NRAS1,NS6",KRAS,NCBI
KRT6A,"CK-6C,CK-6E,CK6A,CK6C,CK6D,K6A,K6C,K6D,KRT6C,KRT6D,PC3",KRT6C,NCBI
KRTAP10-11,"KAP10.11,KAP10.9,KAP18-9,KAP18.11,KRTAP10-9,KRTAP10.9,KRTAP18-11,KRTAP18-9,KRTAP18.11,KRTAP18.9",KRTAP10-9,NCBI
KRTAP2-2,"KAP2.1,KAP2.2,KRTAP2-1,KRTAP2.1A,KRTAP2.1B",KRTAP2-1,NCBI
KRTAP2-4,"KAP2.1B,KAP2.3,KAP2.4,KRTAP2-3,KRTAP2.3,KRTAP2.4",KRTAP2-3,NCBI
KRTAP2-3,"KAP2.3,KAP2.4,KRTAP2-4,KRTAP2.3,KRTAP2.4",KRTAP2-4,NCBI
KRTAP5-9,"KRN1,KRTAP5-1,KRTAP5.9",KRTAP5-1,NCBI
KRTAP5-5,"KRTAP5-11,KRTAP5.5",KRTAP5-11,NCBI
KRTAP5-8,"KRTAP5-2,KRTAP5.8,UHSKerB",KRTAP5-2,NCBI
KRTAP5-7,"KRTAP5-3,KRTAP5.7",KRTAP5-3,NCBI
KRTAP5-11,"KRTAP5-5,KRTAP5-6,KRTAP5.11",KRTAP5-5,NCBI
KRTAP5-11,"KRTAP5-5,KRTAP5-6,KRTAP5.11",KRTAP5-6,NCBI
KRTAP5-2,"KRTAP5-8,KRTAP5.2",KRTAP5-8,NCBI
KRTAP5-3,"KRTAP5-9,KRTAP5.3",KRTAP5-9,NCBI
CNKSR2,"CNK2,KSR2,MAGUIN,MRXSHG",KSR2,NCBI
LAMA4,"CMD1JJ,LAMA3,LAMA4*-1",LAMA3,NCBI
LMNB2,"EPM9,LAMB2,LMN2,MCPH27",LAMB2,NCBI
LAMC1,LAMB2,LAMB2,NCBI
PDON2,"LAP,PDLA",LAP,NCBI
LAP3,"HEL-S-106,LAP,LAPEP,PEPS",LAP,NCBI
ACP2,LAP,LAP,NCBI
CPAP,"BM032,CENP-J,CENPJ,LAP,LIP1,MCPH6,SASS4,SCKL4,Sas-4",LAP,NCBI
TGFB1,"CED,DPD1,IBDIMDE,LAP,TGF-beta1,TGFB,TGFbeta",LAP,NCBI
PICALM,"CALM,CLTH,LAP",LAP,NCBI
CXCR4,"CD184,D2S201E,FB22,HM89,HSY3RR,LAP-3,LAP3,LCR1,LESTR,NPY3R,NPYR,NPYRL,NPYY3R,WHIM,WHIMS,WHIMS1",LAP3,NCBI
SPNS1,"HSpin1,LAT,PP2030,SLC62A1,SLC63A1,SPIN1,SPINL,nrs",LAT,NCBI
ORC3,"LAT,LATHEO,ORC3L",LAT,NCBI
SLC7A8,"LAT2,LPI-PC1",LAT2,NCBI
SMIM29,"C6orf1,LBH",LBH,NCBI
PITX1,"BFT,CCF,LBNBG,POTX,PTX1",LBNBG,NCBI
EHHADH,"ECHD,FRTS3,L-PBE,LBFP,LBP,MFE1,PBFE",LBP,NCBI
RPSA,"37LRP,67LR,ICAS,LAMBR,LAMR1,LBP,LBP/p40,LRP,LRP/LR,NEM/1CHD4,SA,lamR,p40,uS2",LBP,NCBI
TOX4,"C14orf92,KIAA0737,LCP1,MIG7",LCP1,NCBI
LDB2,"CLIM1,LDB-2,LDB1",LDB1,NCBI
LEPROT,"LEPR,OB-RGRP,OBRGRP,VPS55",LEPR,NCBI
LGALS3,"CBP35,GAL3,GALBP,GALIG,L31,LGALS2,MAC2",LGALS2,NCBI
LGALS7B,"GAL7,Gal-7,HKL-14,LGALS7,PI7",LGALS7,NCBI
LGALS9C,"Gal-9B,LGALS9B",LGALS9B,NCBI
EIF2D,"HCA56,LGTN",LGTN,NCBI
CGB3,"CGB,CGB5,CGB7,CGB8,LHB,hCGB",LHB,NCBI
KMT2E-AS1,"LHFPL3-AS2,LINC01004,lncPENG",LHFPL3-AS2,NCBI
LHFPL3,LHFPL4,LHFPL4,NCBI
LRIG1,"LIG-1,LIG1",LIG1,NCBI
LRIG3,LIG3,LIG3,NCBI
LILRP2,"CD85m,ILT10,LILRA5",LILRA5,NCBI
LILRB3,"CD85A,HL9,ILT-5,ILT5,LILRA6,LIR-3,LIR3,PIR-B,PIRB",LILRA6,NCBI
LILRA6,"CD85b,ILT-8,ILT5,ILT8,LILRB3,LILRB6",LILRB3,NCBI
LIMS3,"LIMS3L,LIMS4,PINCH-3",LIMS4,NCBI
LINC00299,"C2orf46,LINC00298,LINC01814,NCRNA00299",LINC00298,NCBI
LINC00402,LINC00381,LINC00381,NCBI
TSC22D1-AS1,LINC00407,LINC00407,NCBI
ARGLU1-DT,"LINC00443,LINC00551",LINC00443,NCBI
LINC01232,"LINC00449,TCONS_00021520",LINC00449,NCBI
PDE10A,"ADSD2,HSPDE10A,IOLOD,LINC00473,PDE10A19",LINC00473,NCBI
LINC00398,LINC00545,LINC00545,NCBI
LINC00433,LINC00560,LINC00560,NCBI
LINC00908,"ASRPS,LINC00683,LINC01879",LINC00683,NCBI
LINP1,"LINC00707,PARROT",LINC00707,NCBI
KMT2E-AS1,"LHFPL3-AS2,LINC01004,lncPENG",LINC01004,NCBI
LINC01019,LINC01017,LINC01017,NCBI
PANTR1,"LINC01114,LINC01158,linc-Brn1a,linc-POU3F3",LINC01114,NCBI
GPR84-AS1,LINC01154,LINC01154,NCBI
LINC01166,LINC01167,LINC01167,NCBI
LINC01237,LINC01238,LINC01238,NCBI
KCNK15-AS1,LINC01260,LINC01260,NCBI
LINC01324,LINC01323,LINC01323,NCBI
LINC01331,"LINC01332,LINC01335,TCONS_00009701",LINC01335,NCBI
SLC16A1-AS1,LINC01357,LINC01357,NCBI
JUN-DT,"LINC01135,LINC01358",LINC01358,NCBI
LINC00865,LINC01374,LINC01374,NCBI
CDK5R2-AS1,LINC01494,LINC01494,NCBI
AFDN-DT,"AFDN-AS1,C6orf124,HGC6.4,LINC01558,MLLT4-AS1,XBP1SBM,dJ431P23.3",LINC01558,NCBI
LINC01705,"ERLR,LINC01655,LINC02257,TBUR1",LINC01655,NCBI
LINC00654,LINC01729,LINC01729,NCBI
LINC01138,"LINC00875,LINC01731",LINC01731,NCBI
LINC01122,LINC01793,LINC01793,NCBI
LINC01798,LINC01799,LINC01799,NCBI
LINC00299,"C2orf46,LINC00298,LINC01814,NCRNA00299",LINC01814,NCBI
SPRY4-AS1,"LINC01844,THCAT68",LINC01844,NCBI
LINC00905,LINC01855,LINC01855,NCBI
LINC00908,"ASRPS,LINC00683,LINC01879",LINC01879,NCBI
GOSR2-DT,LINC01974,LINC01974,NCBI
LINC01994,"CASCADES,LINC01995",LINC01995,NCBI
LINC00887,"ACLY-BP,HEIRCC,LINC02036",LINC02036,NCBI
MIR9-2HG,"ECONEXIN,EyeLinc1,LINC00461,LINC02060,NDIME,VISC",LINC02060,NCBI
GDNF-AS1,"GDNFOS,LINC02110",LINC02110,NCBI
LINC02842,LINC02155,LINC02155,NCBI
FAM157C,LINC02193,LINC02193,NCBI
MRPS30-DT,"BRCAT107,BRCAT54,LINC02224",LINC02224,NCBI
LINC01340,LINC02234,LINC02234,NCBI
LINC00923,LINC02254,LINC02254,NCBI
LINC01705,"ERLR,LINC01655,LINC02257,TBUR1",LINC02257,NCBI
RRAGAP1-AS1,LINC02302,LINC02302,NCBI
LINC00412,LINC02340,LINC02340,NCBI
LINC02450,LINC02451,LINC02451,NCBI
LINC01615,LINC02544,LINC02544,NCBI
MIR222HG,"LINC02595,Lnc-Ang362",LINC02595,NCBI
CCNY-AS1,LINC02634,LINC02634,NCBI
LINC02687,LINC02696,LINC02696,NCBI
VAV3-AS1,LINC02785,LINC02785,NCBI
LINC02796,LINC02797,LINC02797,NCBI
LINC02814,LINC02815,LINC02815,NCBI
LINC02089,"C17orf112,LINC02876",LINC02876,NCBI
MIR646HG,"C20orf197,LINC02910",LINC02910,NCBI
LINC01013,"AERRIE,LINC02921",LINC02921,NCBI
LINC01801,LINC03049,LINC03049,NCBI
LINC00370,LINC03061,LINC03061,NCBI
CDC42EP3-AS1,LINC03063,LINC03063,NCBI
LINC01539,LINC03069,LINC03069,NCBI
LINC02768,LINC03081,LINC03081,NCBI
CEL,"BAL,BSDL,BSSL,CELL,CEase,FAP,FAPP,LIPA,MODY8",LIPA,NCBI
SCGB1D1,"LIPA,LPHA,LPNA",LIPA,NCBI
SCGB1D2,"LIPB,LPHB,LPNB",LIPB,NCBI
LIPC,"HDLCQ12,HL,HTGL,LIPH",LIPH,NCBI
CSRP3,"CLP,CMD1M,CMH12,CRP3,LMO4,MLP",LMO4,NCBI
LMO7DN,"C13orf45,LMO7DN-IT1",LMO7DN-IT1,NCBI
LNPK,"KIAA1715,LNP,LNP1,NEDEHCC,Ul,ulnaless",LNP1,NCBI
MBOAT2,"LPAAT,LPCAT,LPCAT4,LPEAT,LPLAT 2,LPLAT13,OACT2",LPCAT4,NCBI
LCP1,"CP64,HEL-S-37,L-PLASTIN,LC64P,LPL,PLS2",LPL,NCBI
C1D,"LRP1,Rrp47,SUN-CoR,SUNCOR,hC1D",LRP1,NCBI
LRP4,"CLSS,CMS17,LRP-4,LRP10,MEGF7,SOST2",LRP10,NCBI
ANKRD37,Lrp2bp,LRP2BP,NCBI
CORIN,"ATC2,CMH30,CRN,Lrp4,PEE5,TMPRSS10",LRP4,NCBI
LRRC37A3,"LRRC37,LRRC37A",LRRC37A,NCBI
LRTOMT,"CFAP111,DFNB63,LRRC51,LRRC51-TOMT,TOMT",LRRC51,NCBI
LRCH4,"LRN,LRRN1,LRRN4,PP14183",LRRN1,NCBI
LRCH4,"LRN,LRRN1,LRRN4,PP14183",LRRN4,NCBI
TUSC7,"LINC00902,LSAMP-AS1,LSAMP-AS3,LSAMPAS3,NCRNA00295",LSAMP-AS1,NCBI
LMBR1,"ACHP,C7orf2,DIF14,LSS,PPD2,THYP,TPT,TPTPS,ZRS",LSS,NCBI
SLCO1B1,"HBLRR,LST-1,LST1,OATP-C,OATP1B1,OATP2,OATPC,SLC21A6",LST1,NCBI
LTBP3,"DASS,GPHYSD3,LTBP-3,LTBP2,STHAG6,pp6425",LTBP2,NCBI
LTBP2,"C14orf141,GLC3D,LTBP3,MSPKA,MSTP031,WMS3",LTBP3,NCBI
LY6G6F,"C6orf21,G6f,LY6G6,LY6G6D,NG32",LY6G6D,NCBI
LY75-CD302,"CD205,CLEC13B,DEC-205,LY75,Ly-75,gp200-MR6",LY75,NCBI
LYPLAL1-DT,LYPLAL1-AS1,LYPLAL1-AS1,NCBI
ETFB,"FP585,MADD",MADD,NCBI
ETFA,"EMA,GA2,MADD",MADD,NCBI
ETFDH,"ETFQO,MADD",MADD,NCBI
KLRG1,"2F1,CLEC15A,MAFA,MAFA-2F1,MAFA-L,MAFA-LIKE",MAFA,NCBI
MILIP,"MAFG-AS1,MAFG-DT",MAFG-AS1,NCBI
MAGEA5P,"CT1.5,MAGE5,MAGEA4,MAGEA5",MAGEA4,NCBI
MAGEA3,"CT1.3,HIP8,HYPD,MAGE3,MAGEA6",MAGEA6,NCBI
MAGED4,"MAGE-D4,MAGE-E1,MAGE1,MAGEE1",MAGEE1,NCBI
MAGEC2,"CT10,HCA587,MAGEE1",MAGEE1,NCBI
CNKSR3,"CNK3,CNK3/IPCEF1,MAGI1",MAGI1,NCBI
MAGOHB,"MGN2,mago,magoh",MAGOH,NCBI
ALPK3,"CMH27,MAK,MIDORI",MAK,NCBI
TIRAP,"BACTS1,Mal,MyD88-2,wyatt",MAL,NCBI
MRTFA,"BSAC,MAL,MKL,MKL1,MRTF-A",MAL,NCBI
CRTC1,"MAML2,MECT1,Mam-2,TORC-1,TORC1,WAMTP1",MAML2,NCBI
METAP1,"MAP1A,MetAP1A",MAP1A,NCBI
METAP2,"MAP2,MNPEP,p67eIF2",MAP2,NCBI
PMPCB,"Beta-MPP,MAS1,MPP11,MPPB,MPPP52,P-52",MAS1,NCBI
CLASP1,MAST1,MAST1,NCBI
DPEP1,"MBD1,MDP,RDP",MBD1,NCBI
DPEP2,MBD2,MBD2,NCBI
DPEP3,MBD3,MBD3,NCBI
MBL2,"COLEC1,HSMBPC,MBL,MBL2D,MBP,MBP-C,MBP1,MBPD",MBP,NCBI
PRG2,"BMPG,MBP,MBP1,proMBP",MBP,NCBI
MCM7,"CDC47,MCM2,P1.1-MCM3,P1CDC47,P85MCM,PNAS146,PPP1R104",MCM2,NCBI
MCRIP2P2,"FAM195DP,MCRIP2P1",MCRIP2P1,NCBI
MMDK,MDK,MDK,NCBI
POLG,"MDP1,MIRAS,MTDPS4A,MTDPS4B,PEO,POLG1,POLGA,SANDO,SCAE",MDP1,NCBI
PCDHB16,"ME1,PCDH-BETA16,PCDH3X,PCDHB8a",ME1,NCBI
PCDHB11,"ME2,PCDH-BETA11",ME2,NCBI
CELSR1,"ADGRC1,CDHF9,FMI2,HFMI2,LMPHM9,ME2",ME2,NCBI
PCDHGA5,"CDH-GAMMA-A5,ME3,PCDH-GAMMA-A5",ME3,NCBI
MBD4,"MED1,TPDS2,UVM1",MED1,NCBI
MED22,"MED24,SRB6,SURF5,surf-5",MED24,NCBI
MED9,MED25,MED25,NCBI
BORCS8-MEF2B,"LOC729991-MEF2B,MEF2B,MEF2BNB-MEF2B,RSRFR2",MEF2B,NCBI
MEIS3P1,"MEIS3,MEIS4,MRG2",MEIS3,NCBI
SLTM,Met,MET,NCBI
RNMT,"CMT1,CMT1c,MET,Met,N7-MTase,RG7MT1,cm1p,hCMT1,hMet",MET,NCBI
METTL2B,"METL,METTL2,METTL2A,PSENIP1",METTL2A,NCBI
C1QTNF5,"CTRP5,MFRP",MFRP,NCBI
MGAM,"MG,MGA",MGA,NCBI
MOGAT1,"DGAT2L,DGAT2L1,MGAT1",MGAT1,NCBI
MOGAT2,"DGAT2L5,DGAT2L5.,MGAT2,hDC5",MGAT2,NCBI
MOGAT3,"DC7,DGAT2L2,MGAT3",MGAT3,NCBI
CFAP73,"CCDC42B,MIA2",MIA2,NCBI
MPG,"AAG,ADPG,APNG,CRA36.1,MDG,Mid1,PIG11,PIG16,anpg",MID1,NCBI
MIURF,"AltMIEF1,AltMiD51,MIEF1,MIEF1-MP",MIEF1,NCBI
S100A8,"60B8AG,CAGA,CFAG,CGLA,CP-10,L1Ag,MA387,MIF,MRP8,NIF,P8,S100-A8",MIF,NCBI
AMH,"MIF,MIS",MIF,NCBI
S100A9,"60B8AG,CAGB,CFAG,CGLB,L1AG,LIAG,MAC387,MIF,MRP14,NIF,P14,S100-A9",MIF,NCBI
MAFIP,"MIP,TEKT4P4,pp5644",MIP,NCBI
MIPEP,"COXPD31,HMIP,MIP",MIP,NCBI
TNPO1,"IPO2,KPNB2,MIP,MIP1,TRN",MIP,NCBI
SNORA2C,"ACA34,MIR1291,SNORA34",MIR1291,NCBI
MIR19A,"C13orf25,MIR17HG,MIRH1,MIRHG1,MIRN19A,hsa-mir-19a,miR-19a,miRNA19A",MIR17HG,NCBI
MIR19B1,"C13orf25,MIR17HG,MIR19B,MIRH1,MIRHG1,MIRN19B1,miR-19b-1,miRNA19B1",MIR17HG,NCBI
MIR18A,"C13orf25,MIR17HG,MIR18,MIRH1,MIRHG1,MIRN18,MIRN18A,hsa-mir-18,hsa-mir-18a,miR-18,miRNA18A,mir-18a",MIR17HG,NCBI
MIR92A1,"C13orf25,MIR17HG,MIR92-1,MIRH1,MIRHG1,MIRN92-1,MIRN92A-1,MIRN92A1,miRNA92-1,mir-92a-1",MIR17HG,NCBI
MIR20A,"C13orf25,MIR17HG,MIR20,MIRH1,MIRHG1,MIRN20,MIRN20A,hsa-mir-20,hsa-mir-20a,miR-20,miRNA20A,mir-20a",MIR17HG,NCBI
FSTL1,"FRP,FSL1,MIR198,OCC-1,OCC1,tsc36",MIR198,NCBI
MIR499B,"MIR499A,hsa-mir-499b",MIR499A,NCBI
MIR8069-1,"MIR8069,hsa-mir-8069,hsa-mir-8069-1",MIR8069,NCBI
MYL1,"CMYO14,CMYP14,MLC-1,MLC1,MLC1/3,MLC1F,MLC3F,MYOFTA",MLC1,NCBI
MRLN,"LINC00948,Linc-RAM,M1,MLN,MUSER1",MLN,NCBI
MLXIPL,"CHREBP,MIO,MLX,MONDOB,WBSCR14,WS-bHLH,bHLHd14",MLX,NCBI
SLC7A5P2,"IMAA,MMAA",MMAA,NCBI
MMP12,"HME,ME,MME,MMP-12",MME,NCBI
MMP25,"MMP-25,MMP20,MMP20A,MMPL1,MT-MMP 6,MT-MMP6,MT6-MMP,MT6MMP,MTMMP6",MMP20,NCBI
MMP23A,"MIFR,MIFR-1,MMP21",MMP21,NCBI
MMP23B,"MIFR,MIFR-1,MMP22,MMP23A",MMP23A,NCBI
MMP24,"MMP-24,MMP25,MT-MMP 5,MT-MMP5,MT5-MMP,MT5MMP,MTMMP5",MMP25,NCBI
MMP28,"EPILYSIN,MM28,MMP-25,MMP-28,MMP25",MMP25,NCBI
MOCOS,"HMCS,MCS,MOS",MOS,NCBI
LNX1,"LNX,MPDZ,PDZRN2",MPDZ,NCBI
SLPI,"ALK1,ALP,BLPI,HUSI,HUSI-I,MPI,WAP4,WFDC4",MPI,NCBI
KIF20B,"CT90,KRMP1,MPHOSPH1,MPP-1,MPP1",MPP1,NCBI
FOXM1,"FKHL16,FOXM1A,FOXM1B,FOXM1C,HFH-11,HFH11,HNF-3,INS-1,MPHOSPH2,MPP-2,MPP2,PIG29,TRIDENT",MPP2,NCBI
ILF3,"CBTF,DRBF,DRBP76,MMP4,MPHOSPH4,MPP4,MPP4110,NF-AT-90,NF110,NF110b,NF90,NF90a,NF90b,NF90c,NF90ctv,NFAR,NFAR-1,NFAR-2,NFAR110,NFAR2,NFAR90,TCP110,TCP80",MPP4,NCBI
CHAF1B,"CAF-1,CAF-IP60,CAF1,CAF1A,CAF1P60,MPHOSPH7,MPP7",MPP7,NCBI
PNKD,"BRP17,DYT8,FKSG19,FPD1,KIPP1184,MR-1,MR-1S,MR1,PDC,PKND1,PNKD1,R1,TAHCCP2",MR1,NCBI
LRPAP1,"A2MRAP,A2RAP,HBP44,MRAP,MYP23,RAP,alpha-2-MRAP",MRAP,NCBI
DOCK8,"HEL-205,HIES2,MRD2,ZIR8",MRD2,NCBI
KIRREL3,"KIRRE,MRD4,NEPH2,PRO4502",MRD4,NCBI
MROH7-TTC4,"C1orf175,HEATR8,HEATR8-TTC4,MROH7",MROH7,NCBI
MRPL19,"L15mt,L19mt,MRP-L15,MRP-L19,MRPL15,RLX1,RPML15,bL19m",MRPL15,NCBI
MRPL37,"L2mt,L37mt,MRP-L2,MRP-L37,MRPL2,RPML2,mL37",MRPL2,NCBI
MRPL40,"L40mt,MRP-L22,MRP-L40,MRPL22,NLVCF,URIM,mL40",MRPL22,NCBI
MRPL41,"BMRP,MRP-L27,MRPL27,PIG3,RPML27,mL41",MRPL27,NCBI
MRPL30,"L28MT,L30MT,MRP-L28,MRP-L30,MRPL28,MRPL28M,RPML28,uL30m",MRPL28,NCBI
MRPL14,"L14mt,L32mt,MRP-L14,MRP-L32,MRPL32,RMPL32,RPML32,uL14m",MRPL32,NCBI
MRPS34,"COXPD32,MRP-S12,MRP-S34,MRPS12,mS34",MRPS12,NCBI
MRPS35,"HDCMD11P,MDS023,MRP-S28,MRPS28,mS35",MRPS28,NCBI
MRPS28,"COXPD47,HSPC007,MRP-S28,MRP-S35,MRPS35",MRPS35,NCBI
MRTO4,"C1orf33,MRT4,dJ657E11.4",MRT4,NCBI
UPF3B,"HUPF3B,MRX62,MRX82,MRXS14,RENT3B,UPF3BP1,UPF3BP2,UPF3BP3,UPF3X,Upf3p-X",MRX82,NCBI
AGTR2,"AT2,ATGR2,MRX88",MRX88,NCBI
ZNF674,"MRX92,ZNF673B",MRX92,NCBI
MAGT1,"CDG1CC,IAP,MRX95,OST3B,PRO0756,SLC58A1,XMEN,bA217H1.1",MRX95,NCBI
CLIC2,"CLCNL2,CLIC2b,MRXS32,XAP121",MRXS32,NCBI
RAB40AL,"MRXSMP,RAR2,RLGP",MRXSMP,NCBI
ADAM8,"CD156,CD156a,MS2",MS2,NCBI
MS4A12,Ms4a10,MS4A10,NCBI
MS4A4A,"4SPAN1,CD20-L1,CD20L1,HDCME31P,MS4A4,MS4A7",MS4A7,NCBI
MS4A7,"4SPAN2,CD20L4,CFFM4,MS4A8",MS4A8,NCBI
HSPA14,"HSP70-4,HSP70L1,MSANTD7",MSANTD7,NCBI
SLC25A37,"HT015,MFRN,MFRN1,MSC,MSCP,PRO1278,PRO1584,PRO2217",MSC,NCBI
ENO3,"GSD13,MSE",MSE,NCBI
SNRPB2,"Msl1,U2B''",MSL1,NCBI
STK4,"KRS2,MST1,YSK3",MST1,NCBI
CMC4,"C6.1B,MTCP1,MTCP1B,MTCP1NB,p8,p8MTCP1",MTCP1,NCBI
SH2D1A,"DSHP,EBVS,IMD5,LYP,MTCP1,SAP,SAP/SH2D1A,XLP,XLPD,XLPD1",MTCP1,NCBI
MELTF,"CD228,MAP97,MFI2,MTF1,MTf",MTF1,NCBI
MYT1,"C20orf36,MTF1,MYTI,NZF2,PLPB1,ZC2H2C1,ZC2HC4A",MTF1,NCBI
MTFR2P2,MTFR2P1,MTFR2P1,NCBI
ST20-MTHFS,MTHFS,MTHFS,NCBI
MTMR9,"C8orf9,LIP-STYX,MTMR8",MTMR8,NCBI
TRNP,MTTP,MTTP,NCBI
MUC3B,"MUC3,MUC3A",MUC3A,NCBI
HFE,"HFE1,HH,HLA-H,MVCD7,TFQTL2",MVCD7,NCBI
MMVP1,"MVP,PMV",MVP,NCBI
MYH7B,"MHC14,MYH14,lncMYH7b",MYH14,NCBI
MYLK-AS1,MYLK-AS2,MYLK-AS2,NCBI
ZBTB32,"FAXF,FAZF,Rog,TZFP,ZNF538,mynn",MYNN,NCBI
MYO1E,"FSGS6,HuncM-IC,MYO1C",MYO1C,NCBI
MYP17,MYP4,MYP4,NCBI
MYH2,"CMYO6,CMYP6,IBM3,MYH2A,MYHSA2,MYHas8,MYPOP,MyHC-2A,MyHC-IIa",MYPOP,NCBI
PKMYT1,"MYT1,PPP1R126",MYT1,NCBI
GCOM1,"GRINL1A,Gcom2,MYZAP,MYZAP-POLR2M,gcom",MYZAP,NCBI
LSM8,NAA38,NAA38,NCBI
TNIP1,"ABIN-1,NAF1,VAN,nip40-1",NAF1,NCBI
NANOGP8,"NANOGP1,PN8",NANOGP1,NCBI
NANOGP4,NANOGP2,NANOGP2,NCBI
NANOGP7,NANOGP3,NANOGP3,NCBI
NANOGP2,NANOGP4,NANOGP4,NCBI
NANOGP10,NANOGP5,NANOGP5,NCBI
NANOGP9,NANOGP6,NANOGP6,NCBI
NAPSA,"KAP,Kdap,NAP1,NAPA,NR1H2-AS1,SNAPA",NAPA,NCBI
