gene_symbol,alias_symbol,intersect_point,source
TMX2-CTNND1,"CAS, CTNND1, p120(cas), p120(ctn)",CTNND1,NCBI Info
HSPB2-C11orf52,C11orf52,C11orf52,NCBI Info
ST20-MTHFS,MTHFS,MTHFS,NCBI Info
POC1B-GALNT4,"GalNAc-T4, GALNT4",GALNT4,NCBI Info
ARMCX5-GPRASP2,"ARMCX5-GPRASP2-BHLHB9-LINC00630, bHLHb9, GPRASP3, p60TRP",GPRASP3,NCBI Info
SERF2-C15ORF63,"C15orf63, HYPK",HYPK,NCBI Info
CORO7-PAM16,"CORO7, Coronin-7, Crn7",CORO7,NCBI Info
TEN1-CDK3,"C17orf106, C17orf106-CDK3, TEN1",TEN1,NCBI Info
RNASEK-C17orf49,"BAP18, C17orf49",C17orf49,NCBI Info
TMEM256-PLSCR3,"C17orf61-PLSCR3, PLSCR3",PLSCR3,NCBI Info
CHURC1-FNTB,"FNTB, FTase-beta",FNTB,NCBI Info
MIA-RAB4B,RAB4B,RAB4B,NCBI Info
RAB4B-EGLN2,"EGLN2, EIT-6, EIT6, HIF-PH1, HPH-1, HPH-3, PHD1, RERT-lncRNA",EGLN2,NCBI Info
NPHP3-ACAD11,NPHP3,NPHP3,NCBI Info
COMMD3-BMI1,"BMI1, PCGF4, RNF51",BMI1,NCBI Info
MICOS10-NBL1,"C1orf151-NBL1, DAN, DAND1, MINOS1-NBL1, NBL1",NBL1,NCBI Info
PPT2-EGFL8,"PPT-2, PPT2",PPT2,NCBI Info
FXYD6-FXYD2,FXYD6,FXYD6,NCBI Info
ARHGAP19-SLIT1,ARHGAP19,ARHGAP19,NCBI Info
FAM24B-CUZD1,CUZD1,CUZD1,NCBI Info
PRH1-PRR4,PRH1,PRH1,NCBI Info
TVP23C-CDRT4,"FAM18B2, FAM18B2-CDRT4, TVP23C",TVP23C,NCBI Info
RBAK-RBAKDN,"hRBaK, RBAK, RBAK-LOC389458, ZNF769",RBAK,NCBI Info
P2RX5-TAX1BP3,"P2RX5, P2X5",P2RX5,NCBI Info
APOC4-APOC2,"Apo-CIV, ApoC-IV, APOC4",APOC4,NCBI Info
LOC100533997,"CT1.5, MAGEA10-MAGEA5, MAGEA5P",MAGEA5P,NCBI Info
TNFAIP8L2-SCNM1,SCNM1,SCNM1,NCBI Info
ISY1-RAB43,ISY1,ISY1,NCBI Info
MIR499B,"hsa-mir-499b, MIR499A",MIR499A,NCBI Info
FAM47E-STBD1,FAM47E,FAM47E,NCBI Info
MYZAP,"GCOM1, Gup, MYOZAP",GCOM1,NCBI Info
RNA45SN5,RNA45S5,RNA45S5,NCBI Info
CYP3A7-CYP3A51P,"CYP3A7, CYP3A7-3AP1, CYP3A7-CYP3AP1, CYP3A7.1L, CYPIIIA7",CYP3A7,NCBI Info
RNU6-26P,"RNU6-26, RNU6-8",RNU6-8,NCBI Info
APOBEC3A_B,"A3A, APOBEC3A",APOBEC3A,NCBI Info
POTEB,"A26B1, CT104.5, POTE-15, POTE15, POTEB2",POTEB2,NCBI Info
NOTCH2NLC,"ETM6, N2N, NIID, NOTCH2NL, NOTCH2NLA, OPDM3",NOTCH2NLA,NCBI Info
PDE4DIPP2,"CMYA2, MMGL, Myomegalin, PDE4DIP",PDE4DIP,NCBI Info
LOC100996750,"KAP4.7, KRTAP4-7, KRTAP4.7",KRTAP4-7,NCBI Info
NPY4R2,"CH17-360D5.1, NPY4-R, NPY4R, PP1, PPYR1",NPY4R,NCBI Info
NOTCH2NLB,"N2N, NOTCH2NL, NOTCH2NLA",NOTCH2NLA,NCBI Info
FMC1-LUC7L2,"C7orf55, C7orf55-LUC7L2, FMC1",FMC1,NCBI Info
LOC101056699,"TRK-CTT7-1, TRNAL48, TRNAQ49P",TRK-CTT7-1,NCBI Info
NPIPA7,NPIPA8,NPIPA8,NCBI Info
NPIPA8,"LCR16a9, NPIPA7",NPIPA7,NCBI Info
CT45A7,"CT45-5, CT45-6, CT45A5, CT45A6","CT45A5, CT45A6",NCBI Info
OPN1MW3,"GCP, GOP, OPN1MW, OPN1MW2","OPN1MW, OPN1MW2",NCBI Info
HNRNPCL4,HNRNPCL3,HNRNPCL3,NCBI Info
TBC1D3G,"TBC1D3C, TBC1D3D","TBC1D3C, TBC1D3D",NCBI Info
TBC1D3D,"PRC17, TBC1D3, TBC1D3A, TBC1D3H","TBC1D3, TBC1D3H",NCBI Info
NBPF26,NOTCH2NLR,NOTCH2NLR,NCBI Info
STAG3L5P-PVRIG2P-PILRB,"FDFACT, LOC101735302-LOC101752334-PILRB, PILRB",PILRB,NCBI Info
TH2LCRR,TH2-LCR,TH2-LCR,NCBI Info
MIR8069-1,"hsa-mir-8069, hsa-mir-8069-1, MIR8069",MIR8069,NCBI Info
LOC102723407,"IgA, IGH, IGH@, ighv, IGHV4, IGHV4-30, IGHV4-38-2, IGHV4-39, IGHV4-b, IgT, IGVH, IGVH4-39, IGVH4-b, IGVH4b","IGH, IGHV4-38-2, IGHV4-39",NCBI Info
CT45A10,"CT45-5, CT45A5",CT45A5,NCBI Info
LOC102723655,"TP53TG3, TP53TG3B, TP53TG3C, TP53TG3D, TP53TG3E, TP53TG3F","TP53TG3, TP53TG3B, TP53TG3C, TP53TG3D, TP53TG3E, TP53TG3F",NCBI Info
CT45A9,"CT45-2, CT45A2, CT45A8","CT45A2, CT45A8",NCBI Info
LOC102723713,"TP53TG3, TP53TG3A, TP53TG3B, TP53TG3C, TP53TG3D, TP53TG3E, TP53TG3F","TP53TG3, TP53TG3B, TP53TG3C, TP53TG3D, TP53TG3E, TP53TG3F",NCBI Info
CT45A8,"CT45-2, CT45A2, CT45A9","CT45A2, CT45A9",NCBI Info
TBC1D3E,"PRC17, TBC1D3, TBC1D3A, TBC1DE3",TBC1D3,NCBI Info
TP53TG3E,"TP53TG3, TP53TG3B, TP53TG3C, TP53TG3D, TP53TG3F","TP53TG3, TP53TG3B, TP53TG3C, TP53TG3D, TP53TG3F",NCBI Info
TP53TG3F,"TP53TG3, TP53TG3B, TP53TG3C, TP53TG3D, TP53TG3E","TP53TG3, TP53TG3B, TP53TG3C, TP53TG3D, TP53TG3E",NCBI Info
LOC102724428,"SIK, SIK-1, SIK1, SIK1B, SNF1LK",SIK1,NCBI Info
LOC102724560,"CBS, CBSL",CBS,NCBI Info
POTEB3,"POTE-15, POTEB",POTEB,NCBI Info
LOC102724652,"CRYAA, CRYAA2",CRYAA,NCBI Info
LOC102724701,"CH507-145C22.1, CH507-154B10.1",CH507-145C22.1,NCBI Info
TBC1D3I,"PRC17, TBC1D3, TBC1D3A",TBC1D3,NCBI Info
CCNYL3,CCNYL1B,CCNYL1B,NCBI Info
LOC102724971,"IgA, IGH, IGH@, ighv, IGHV4, IGHV4-04, IGHV4-4, IGHV@, IGVH, V4-4b","IGH, IGHV4-4",NCBI Info
LOC102725023,KIR2DS3,KIR2DS3,NCBI Info
SNHG22,"SCARNA17, SCARNA17HG",SCARNA17,NCBI Info
PKNOX2-DT,PKNOX2-AS1,PKNOX2-AS1,NCBI Info
H19-ICR,"BWS, H19-DMD, IC1, ICR1, ICR1-DMR, SRS1, WT2",WT2,NCBI Info
LOC105371954,LINC00470,LINC00470,NCBI Info
FAM236D,FAM236C,FAM236C,NCBI Info
SPTBN1-AS1,SPTBN1-AS2,SPTBN1-AS2,NCBI Info
LOC105376159,LINC00092,LINC00092,NCBI Info
LOC105376839,LRRC37A,LRRC37A,NCBI Info
ZNF73P,"Cos12, hZNF2, ZNF186, ZNF2, ZNF73",ZNF2,NCBI Info
LOC105379499,"CH507-145C22.1, CH507-154B10.1, CH507-154B10.2, CH507-24F1.1",CH507-145C22.1,NCBI Info
LOC105980003,ELP4,ELP4,NCBI Info
FMR1-IT1,FMR1,FMR1,NCBI Info
RNU6-664P,FZD5,FZD5,NCBI Info
RNU6-1342P,"COPS7B, PTMAP7, RNU6-840P","COPS7B, PTMAP7, RNU6-840P",NCBI Info
RNU1-93P,"HTR2B, PSMD1, TSARG1","HTR2B, PSMD1",NCBI Info
MCRIP2P2,"FAM195DP, MCRIP2P1",MCRIP2P1,NCBI Info
RNU6-1341P,RNU6-373P,RNU6-373P,NCBI Info
RN7SL263P,"BCR, rbc",BCR,NCBI Info
ZNF519P4,ZNF141,ZNF141,NCBI Info
RNA45SN1,RNA45S4,RNA45S4,NCBI Info
RNA18SN1,RNA18S4,RNA18S4,NCBI Info
RNA5-8SN1,RNA5-8S4,RNA5-8S4,NCBI Info
RNA28SN1,RNA28S4,RNA28S4,NCBI Info
BUB1B-PAK6,"PAK-5, PAK-6, PAK5, PAK6","PAK5, PAK6",NCBI Info
MTCO2P12,"COII, COX2, COXII, MT-CO2, MTCO2",COX2,NCBI Info
TRG-CCC6-1,"TRNAG-CCC, TRNAG34P",TRNAG-CCC,NCBI Info
TRV-CAC5-1,"TRNAV-CAC, TRNAV22",TRNAV-CAC,NCBI Info
TRN-GTT9-1,"TRNAN-GUU, TRNAN25",TRNAN-GUU,NCBI Info
TRN-GTT10-1,"TRNAN-GUU, TRNAN35, TRNAN35P",TRNAN-GUU,NCBI Info
TRN-GTT5-1,"TRNAN-GUU, TRNAN37",TRNAN-GUU,NCBI Info
TRE-TTC4-1,"TRNAE-UUC, TRNAE44",TRNAE-UUC,NCBI Info
TRN-GTT7-1,"TRNAN-GUU, TRNAN5",TRNAN-GUU,NCBI Info
TRN-GTT11-1,"TRNAN-GUU, TRNAN13",TRNAN-GUU,NCBI Info
TRI-AAT7-2,"TRNAI-AAU, TRNAI25",TRNAI-AAU,NCBI Info
TRL-CAA1-1,"TRNAL-CAA, TRNAL49",TRNAL-CAA,NCBI Info
LOC107987479,CYP2D6,CYP2D6,NCBI Info
LOC107987484,"DUX10, DUX4",DUX4,NCBI Info
LOC107987485,"DUX10, DUX4",DUX4,NCBI Info
LOC107987486,"DUX10, DUX4",DUX4,NCBI Info
LOC107987487,"DUX10, DUX4",DUX4,NCBI Info
FRAXA,FMR1,FMR1,NCBI Info
FAM236C,FAM236D,FAM236D,NCBI Info
RNA45SN4,RNA45S5,RNA45S5,NCBI Info
RNA28SN4,"RN28S1, RNA28S5",RNA28S5,NCBI Info
RNA18SN4,"RN18S1, RNA18S5",RNA18S5,NCBI Info
RNA5-8SN4,"RN5-8S1, RNA5-8S5",RNA5-8S5,NCBI Info
LOC110467520,RNA5-8SP,RNA5-8SP,NCBI Info
LOC110467521,RNA5-8SP,RNA5-8SP,NCBI Info
LOC110467522,RNA5-8SP,RNA5-8SP,NCBI Info
LOC110467523,RNA5-8SP,RNA5-8SP,NCBI Info
LOC110467524,RNA5-8SP,RNA5-8SP,NCBI Info
LOC110467526,RNA28SP,RNA28SP,NCBI Info
LOC110467527,RNA28SP,RNA28SP,NCBI Info
LOC110467528,RNA28SP,RNA28SP,NCBI Info
LOC110467529,RNA28SP,RNA28SP,NCBI Info
LOC110467531,RNA28SP,RNA28SP,NCBI Info
LOC110467533,RNA18SP,RNA18SP,NCBI Info
LOC110467534,RNA18SP,RNA18SP,NCBI Info
LOC110467535,RNA18SP,RNA18SP,NCBI Info
LOC110467536,RNA18SP,RNA18SP,NCBI Info
LOC110467537,RNA18SP,RNA18SP,NCBI Info
LOC110467538,RNA18SP,RNA18SP,NCBI Info
EEF1AKMT4-ECE2,"ECE-2, ECE2",ECE2,NCBI Info
ASDURF,"ASNSD1, ASNSD1-SEP, NS3TP1",ASNSD1,NCBI Info
LOC111365204,"DHS6S1, MCDR1, PBCRA",MCDR1,NCBI Info
LINC02814,LINC02815,LINC02815,NCBI Info
TAF11L7,TAF11L5,TAF11L5,NCBI Info
LOC112694756,"ALDA, ALDOA",ALDOA,NCBI Info
GUCA1ANB-GUCA1A,GUCA1A,GUCA1A,NCBI Info
OR4M2B,OR4M2,OR4M2,NCBI Info
TMSB15C,TMSB15B,TMSB15B,NCBI Info
SMIM44,"CTF5, NFI1_HUMAN, NFI2_HUMAN, NFIC",NFIC,NCBI Info
LOC124905743,FCGR3B,FCGR3B,NCBI Info
LOC124906461,DUX4,DUX4,NCBI Info
POLGARF,"ORF-Y, POLG",POLG,NCBI Info
MIURF,"AltMiD51, AltMIEF1, MIEF1, MIEF1-MP",MIEF1,NCBI Info
TMEM184B-AS1,RP1,RP1,NCBI Info
"R, N, 7, S, K",7SK,7SK,ENSG
"S, O, A, T, 1",ACAT1,ACAT1,ENSG
"S, O, A, T, 2",ACAT2,ACAT2,ENSG
"N, D, U, F, A, B, 1",ACP1,ACP1,ENSG
"A, C, T, B, P, 8",ACTBP2,ACTBP2,ENSG
"T, A, D, A, 2, A",ADA2,ADA2,ENSG
"A, D, A, M, 2, 8",ADAM23,ADAM23,ENSG
"A, D, C, Y, 8",ADCY3,ADCY3,ENSG
"A, D, R, A, 1, D",ADRA1A,ADRA1A,ENSG
"A, G, X, T",AGT,AGT,ENSG
"A, U, R, K, A, I, P, 1",AIP,AIP,ENSG
"A, K, 4",AK3,AK3,ENSG
"A, K, 3",AK6,AK6,ENSG
"F, B, F, 1",ALB,ALB,ENSG
"A, B, C, D, 1",AMN,AMN,ENSG
"A, N, K, R, D, 3, 0, B, L",ANKRD30BP3,ANKRD30BP3,ENSG
"S, L, C, 2, 5, A, 2, 3",APC2,APC2,ENSG
"A, N, A, P, C, 2",APC2,APC2,ENSG
"A, P, L, P, 2",APPL2,APPL2,ENSG
"A, Q, P, 7",AQP9,AQP9,ENSG
"A, K, R, 1, B, 1",AR,AR,ENSG
"F, D, X, R",AR,AR,ENSG
"A, R, E, G",AR,AR,ENSG
"N, O, L, 3",ARC,ARC,ENSG
"A, R, L, 1, 7, A",ARF1P2,ARF1P2,ENSG
"A, R, F, G, A, P, 3",ARFGAP1,ARFGAP1,ENSG
"T, I, N, A, G, L, 1",ARG1,ARG1,ENSG
"A, R, H, G, A, P, 2, 1",ARHGAP10,ARHGAP10,ENSG
"A, K, R, 1, B, 1, 0",ARL1,ARL1,ENSG
"S, L, U, R, P, 1",ARSB,ARSB,ENSG
"P, A, R, D, 3",ASIP,ASIP,ENSG
"G, D, N, F",ATF1,ATF1,ENSG
"G, D, N, F",ATF2,ATF2,ENSG
"A, T, P, 2, B, 4",ATP2B2,ATP2B2,ENSG
"S, E, R, P, I, N, A, 2",ATR,ATR,ENSG
"A, N, T, X, R, 1",ATR,ATR,ENSG
"N, L, R, P, 3",AVP,AVP,ENSG
"B, 4, G, A, T, 1",B3GNT6,B3GNT6,ENSG
"B, 3, G, N, T, L, 1",B3GNT8,B3GNT8,ENSG
"B, R, I, P, 1",BACH1,BACH1,ENSG
"R, N, F, 2",BAP1,BAP1,ENSG
"M, A, G, I, 1",BAP1,BAP1,ENSG
"B, C, A, T, 2",BCAM,BCAM,ENSG
"B, A, N, F, 1, P, 1",BCRP1,BCRP1,ENSG
"D, C, A, F, 5",BCRP2,BCRP2,ENSG
"P, T, P, N, 1, 8",BDP1,BDP1,ENSG
"A, S, I, C, 2",BNC1,BNC1,ENSG
"C, 6, o, r, f, 8, 9",BRAP,BRAP,ENSG
"D, E, P, D, C, 1, B",BRCC3,BRCC3,ENSG
"Z, F, P, 3, 6, L, 1",BRF1,BRF1,ENSG
"Z, F, P, 3, 6, L, 2",BRF2,BRF2,ENSG
"I, T, M, 2, C",BRI3,BRI3,ENSG
"B, R, M, S, 1, L",BRMS1,BRMS1,ENSG
"P, G, A, P, 1",BST1,BST1,ENSG
"B, T, N, 3, A, 3",BTF3,BTF3,ENSG
"M, F, R, P",C1QTNF5,C1QTNF5,ENSG
"C, 4, A",C4B,C4B,ENSG
"P, S, M, A, 7",C6,C6,ENSG
"C, X, C, L, 1, 0",C7,C7,ENSG
"G, K, N, 1",CA11,CA11,ENSG
"S, 1, 0, 0, G",CABP1,CABP1,ENSG
"A, C, O, D, 1",CAD,CAD,ENSG
"D, F, F, B",CAD,CAD,ENSG
"B, 4, G, A, L, N, T, 2",CAD,CAD,ENSG
"C, H, A, M, P, 1",CAMP,CAMP,ENSG
"P, R, S, S, 8",CAP1,CAP1,ENSG
"T, M, P, R, S, S, 4",CAP2,CAP2,ENSG
"S, E, R, P, I, N, B, 8",CAP2,CAP2,ENSG
"C, A, D, P, S",CAPS,CAPS,ENSG
"C, A, D, P, S, 2",CAPS2,CAPS2,ENSG
"C, D, K, N, 2, A, I, P",CARF,CARF,ENSG
"P, E, D, S, 1",CARF,CARF,ENSG
"E, R, C, 2",CAST,CAST,ENSG
"P, O, L, R, 1, G",CAST,CAST,ENSG
"M, M, A, B",CBLB,CBLB,ENSG
"M, M, A, C, H, C",CBLC,CBLC,ENSG
"C, C, N, A, 2",CCN1,CCN1,ENSG
"M, C, M, 2",CCNL1,CCNL1,ENSG
"A, C, K, R, 2",CCR10,CCR10,ENSG
"C, N, O, T, 6",CCR4,CCR4,ENSG
"A, C, K, R, 2",CCR9,CCR9,ENSG
"F, C, G, R, 1, B, P",CD34,CD34,ENSG
"T, R, G, C, 1",CD3G,CD3G,ENSG
"T, A, R, P",CD3G,CD3G,ENSG
"F, Z, R, 1",CDH1,CDH1,ENSG
"P, C, D, H, G, B, 4",CDH20,CDH20,ENSG
"C, D, H, 1, 5",CDH3,CDH3,ENSG
"C, D, H, 2, 0",CDH7,CDH7,ENSG
"C, D, H, 1, 9",CDH7,CDH7,ENSG
"C, D, P, F, 1",CDKN1A,CDKN1A,ENSG
"C, H, E, K, 2",CDS1,CDS1,ENSG
"C, E, N, P, C, P, 1",CENPC,CENPC,ENSG
"C, E, S, 1",CES2,CES2,ENSG
"C, H, D, 6",CHD5,CHD5,ENSG
"G, E, T, 1",CHD5,CHD5,ENSG
"D, D, X, 1, 1",CHL1,CHL1,ENSG
"C, H, O, R, D, C, 1",CHP1,CHP1,ENSG
"S, L, C, 2, 5, A, 1",CIC,CIC,ENSG
"K, L, F, 5",CKLF,CKLF,ENSG
"C, L, C, F, 1",CLC,CLC,ENSG
"D, C, B, L, D, 2",CLCP1,CLCP1,ENSG
"C, L, I, C, 6",CLIC5,CLIC5,ENSG
"U, B, A, S, H, 3, A",CLIP4,CLIP4,ENSG
"N, P, P, C",CNP,CNP,ENSG
"P, C, D, H, A, 4",CNR1,CNR1,ENSG
"P, C, D, H, A, 6",CNR2,CNR2,ENSG
"C, A, R, D, 1, 6",COP1,COP1,ENSG
"C, P, A, 4",CPA3,CPA3,ENSG
"C, Y, P, 2, A, 6",CPA6,CPA6,ENSG
"H, O, M, E, R, 2",CPD,CPD,ENSG
"C, Y, P, 1, 1, B, 1",CPN1,CPN1,ENSG
"C, P, N, E, 1",CPN1,CPN1,ENSG
"C, Y, P, 1, 1, B, 2",CPN2,CPN2,ENSG
"C, P, N, E, 2",CPN2,CPN2,ENSG
"C, P, O, X",CPO,CPO,ENSG
"C, Y, P, 2, 1, A, 2",CPS1,CPS1,ENSG
"P, M, 2, 0, D, 1",CPS1,CPS1,ENSG
"C, R, E, B, 3, L, 4",CREB3,CREB3,ENSG
"C, N, R, I, P, 1",CRIP1,CRIP1,ENSG
"P, P, I, A, P, 1, 0",CRP,CRP,ENSG
"C, O, P, S, 2",CSN2,CSN2,ENSG
"C, O, P, S, 3",CSN3,CSN3,ENSG
"C, S, N, K, 2, A, 2",CSNK2A1,CSNK2A1,ENSG
"C, S, T, B",CST6,CST6,ENSG
"C, P, P, E, D, 1",CSTP1,CSTP1,ENSG
"A, R, H, G, E, F, 3, 5",CTAGE4,CTAGE4,ENSG
"V, S, I, G, 2",CTH,CTH,ENSG
"C, T, S, K",CTSO,CTSO,ENSG
"C, Y, P, 2, G, 1, P",CYP2G2P,CYP2G2P,ENSG
"A, O, C, 1",DAO,DAO,ENSG
"D, N, P, E, P",DAP,DAP,ENSG
"I, A, P, P",DAP,DAP,ENSG
"D, L, G, A, P, 3",DAP3,DAP3,ENSG
"T, S, P, O",DBI,DBI,ENSG
"H, S, D, 1, 7, B, 4",DBP,DBP,ENSG
"G, C",DBP,DBP,ENSG
"D, D, X, 1, 1, L, 1, 0",DDX11L1,DDX11L1,ENSG
"D, E, F, A, 6",DEF6,DEF6,ENSG
"D, I, D, O, 1",DIO1,DIO1,ENSG
"D, Y, N, L, L, 1",DLC1,DLC1,ENSG
"D, L, E, C, 1",DLC1,DLC1,ENSG
"D, L, G, A, P, 5",DLG1,DLG1,ENSG
"M, P, P, 2",DLG2,DLG2,ENSG
"M, P, P, 3",DLG3,DLG3,ENSG
"L, L, G, L, 1",DLG4,DLG4,ENSG
"H, I, D, 1",DMC1,DMC1,ENSG
"D, M, T, F, 1",DMP1,DMP1,ENSG
"D, N, A, H, 9",DNAL1,DNAL1,ENSG
"A, R, T, 4",DOK1,DOK1,ENSG
"E, P, S, 8, L, 1",DRC3,DRC3,ENSG
"N, D, R, G, 1",DRG1,DRG1,ENSG
"D, P, Y, S, L, 2",DRP2,DRP2,ENSG
"D, S, C, 3",DSC1,DSC1,ENSG
"D, S, C, 3",DSC2,DSC2,ENSG
"D, S, C, 2",DSC3,DSC3,ENSG
"D, U, S, P, 1, 2",DUSP1,DUSP1,ENSG
"P, T, P, M, T, 1",DUSP23,DUSP23,ENSG
"D, U, S, P, 2, 8",DUSP26,DUSP26,ENSG
"D, U, X, 4, L, 1",DUX4,DUX4,ENSG
"D, M, A, P, 1",EAF2,EAF2,ENSG
"G, L, B, 1",EBP,EBP,ENSG
"S, H, 3, D, 1, 9",EBP,EBP,ENSG
"S, E, M, 1",ECD,ECD,ENSG
"E, I, F, 2, S, 1",EIF2A,EIF2A,ENSG
"E, I, F, 6",EIF3A,EIF3A,ENSG
"E, L, O, F, 1",ELF1,ELF1,ENSG
"K, C, N, H, 4",ELK1,ELK1,ENSG
"K, C, N, H, 8",ELK3,ELK3,ENSG
"S, M, I, M, 6",ELN,ELN,ENSG
"X, P, O, 1",EMB,EMB,ENSG
"M, M, R, N, 2",EMILIN3,EMILIN3,ENSG
"T, I, M, P, 1",EPO,EPO,ENSG
"E, P, X",EPO,EPO,ENSG
"E, T, F, 1",ERF,ERF,ENSG
"E, Z, H, 2",EZH1,EZH1,ENSG
"Z, N, F, 1, 6, 0",F11,F11,ENSG
"C, N, T, N, 1",F3,F3,ENSG
"F, A, 2, H",FAAH,FAAH,ENSG
"F, A, B, P, 5, P, 1",FABP5,FABP5,ENSG
"F, A, B, P, 5, P, 1, 1",FABP5P1,FABP5P1,ENSG
"F, A, D, S, 1",FADS6,FADS6,ENSG
"F, A, N, C, A",FAH,FAH,ENSG
"F, A, S, N",FAS,FAS,ENSG
"K, H, S, R, P",FBP2,FBP2,ENSG
"F, B, X, O, 5",FBXO31,FBXO31,ENSG
"F, C, R, L, B",FCRL2,FCRL2,ENSG
"F, C, R, L, A",FCRLB,FCRLB,ENSG
"F, E, M, 1, C",FEM1A,FEM1A,ENSG
"L, Z, T, S, 1",FEZ1,FEZ1,ENSG
"F, G, F, 1, 3",FGF2,FGF2,ENSG
"C, F, H",FHL1,FHL1,ENSG
"F, K, B, P, 1, 0",FKBP6,FKBP6,ENSG
"F, K, B, P, 1, B",FKBP9,FKBP9,ENSG
"F, G, F, R, 1",FLG,FLG,ENSG
"F, L, I, I",FLI1,FLI1,ENSG
"F, M, O, 4",FMO2,FMO2,ENSG
"F, Z, D, 9",FZD3,FZD3,ENSG
"P, I, G, U",GAB1,GAB1,ENSG
"G, A, B, P, A, P",GABPB1,GABPB1,ENSG
"G, A, B, P, B, 1",GABPB2,GABPB2,ENSG
"G, A, L, P",GAL,GAL,ENSG
"G, A, L, 3, S, T, 3",GAL3ST2,GAL3ST2,ENSG
"G, A, L, N, T, 1, 8",GALNT15,GALNT15,ENSG
"G, A, L, N, T, L, 5",GALNT15,GALNT15,ENSG
"G, A, L, N, T, L, 6",GALNT17,GALNT17,ENSG
"G, A, L, N, T, 1, 5",GALNT7,GALNT7,ENSG
"C, N, G, B, 1",GAR1,GAR1,ENSG
"G, B, A, 1, L, P",GC,GC,ENSG
"M, A, P, 4, K, 2",GCK,GCK,ENSG
"M, A, P, 4, K, 5",GCKR,GCKR,ENSG
"M, Y, Z, A, P",GCOM1,GCOM1,ENSG
"S, L, C, 2, 5, A, 1, 6",GDA,GDA,ENSG
"P, A, E, P",GDA,GDA,ENSG
"G, M, N, N",GEM,GEM,ENSG
"G, N, A, I, 2",GIP,GIP,ENSG
"C, 1, Q, T, N, F, 1",GIP,GIP,ENSG
"G, J, A, 9",GJA10,GJA10,ENSG
"G, J, D, 2",GJA9,GJA9,ENSG
"G, J, D, 3",GJC1,GJC1,ENSG
"G, J, C, 3",GJE1,GJE1,ENSG
"G, A, L, K, 2",GK2,GK2,ENSG
"N, A, T, 8",GLA,GLA,ENSG
"G, L, S, 2",GLS,GLS,ENSG
"G, R, I, D, 1",GLUD1,GLUD1,ENSG
"G, R, I, D, 2",GLUD2,GLUD2,ENSG
"G, O, L, T, 1, B",GOT1,GOT1,ENSG
"G, O, L, T, 1, A",GOT1,GOT1,ENSG
"G, N, P, D, A, 1",GPI,GPI,ENSG
"D, P, A, G, T, 1",GPT,GPT,ENSG
"G, P, X, 7",GPX6,GPX6,ENSG
"G, R, I, K, 5",GRIK2,GRIK2,ENSG
"G, P, R, I, N, 1",GRIN1,GRIN1,ENSG
"N, C, O, A, 2",GRIP1,GRIP1,ENSG
"L, G, A, L, S, 1, 2",GRIP1,GRIP1,ENSG
"U, C, M, A",GRP,GRP,ENSG
"L, G, A, L, S, L",GRP,GRP,ENSG
"T, R, A, P, P, C, 8",GSG1,GSG1,ENSG
"P, R, N, P",GSS,GSS,ENSG
"G, T, F, 2, I, P, 4",GTF2I,GTF2I,ENSG
"G, U, S, B, P, 2",GUSBP4,GUSBP4,ENSG
"A, P, E, X, 1",HAP1,HAP1,ENSG
"D, T, D, 1",HARS2,HARS2,ENSG
"H, N, F, 1, A, -, A, S, 1",HAS1,HAS1,ENSG
"D, D, X, 1, 8",HAS1,HAS1,ENSG
"A, C, S, B, G, 1",HBG1,HBG1,ENSG
"L, R, P, 5",HBM,HBM,ENSG
"C, Y, C, S, P, 5",HCP5,HCP5,ENSG
"C, D, 2, 0, 0, R, 1",HCRTR2,HCRTR2,ENSG
"S, L, C, 3, 5, A, 1",HCST,HCST,ENSG
"H, E, C, A",HDC,HDC,ENSG
"G, A, T, D, 3",HES1,HES1,ENSG
"S, O, S, 1",HGF,HGF,ENSG
"I, L, 6",HGF,HGF,ENSG
"K, C, N, A, 4",HK1,HK1,ENSG
"H, O, O, K, 1",HK1,HK1,ENSG
"H, O, O, K, 2",HK2,HK2,ENSG
"K, C, N, A, 5",HK2,HK2,ENSG
"K, I, F, 2, A",HK2,HK2,ENSG
"H, O, O, K, 3",HK3,HK3,ENSG
"H, F, E",HLA-H,HLA-H,ENSG
"E, P, A, S, 1",HLF,HLF,ENSG
"D, L, C, 1",HP,HP,ENSG
"C, A, C, N, A, 1, A",HPCA,HPCA,ENSG
"Z, N, F, 8, 3",HPF1,HPF1,ENSG
"N, R, G, 1",HRG,HRG,ENSG
"D, H, X, 8",HRH1,HRH1,ENSG
"D, H, X, 1, 5",HRH2,HRH2,ENSG
"H, S, 3, S, T, 6",HS3ST5,HS3ST5,ENSG
"H, S, D, 1, 7, B, 7, P, 2",HSD17B7,HSD17B7,ENSG
"C, A, P, N, 5",HTRA3,HTRA3,ENSG
"S, L, C, 6, A, 4",HTT,HTT,ENSG
"H, Y, D, I, N, 2",HYDINP1,HYDINP1,ENSG
"I, F, N, A, 1",IFNA13,IFNA13,ENSG
"K, C, N, N, 4",IK,IK,ENSG
"M, Y, D, G, F",IL25,IL25,ENSG
"I, L, 1, 7, D",IL27,IL27,ENSG
"M, Y, D, G, F",IL27,IL27,ENSG
"I, G, F, 2, B, P, 3",IMP3,IMP3,ENSG
"S, P, P, L, 2, A",IMP3,IMP3,ENSG
